time,P,G(i),H_sun,T2m,WS10m,Int
20050806:1611,1893.3,249.37,20.82,16.21,3.52,0.0
20050806:1711,554.7,107.39,12.02,15.08,3.24,0.0
20050806:1811,162.2,32.58,3.59,14.37,2.62,0.0
20050806:1911,0.0,0.0,0.0,13.2,2.41,0.0
20050806:2011,0.0,0.0,0.0,12.73,2.21,0.0
20050806:2111,0.0,0.0,0.0,12.16,2.28,0.0
20050806:2211,0.0,0.0,0.0,11.78,2.34,0.0
20050806:2311,0.0,0.0,0.0,11.51,2.48,0.0
20050807:0011,0.0,0.0,0.0,11.34,2.41,0.0
20050807:0111,0.0,0.0,0.0,11.03,2.28,0.0
20050807:0211,0.0,0.0,0.0,10.61,2.34,0.0
20050807:0311,0.0,0.0,0.0,10.49,2.48,0.0
20050807:0411,0.0,2.72,6.08,10.42,2.62,0.0
20050807:0511,315.1,52.03,14.67,10.64,2.62,0.0
20050807:0611,1082.3,143.38,23.52,11.23,3.45,0.0
20050807:0711,3266.6,393.56,32.22,12.06,3.93,0.0
20050807:0811,4398.4,527.79,40.28,12.96,3.86,0.0
20050807:0911,6639.7,810.22,47.01,13.79,3.59,0.0
20050807:1011,3109.7,381.95,51.45,14.6,3.38,0.0
20050807:1111,559.0,83.25,52.66,15.34,3.24,0.0
20050807:1211,6663.3,829.36,50.3,15.62,3.03,0.0
20050807:1311,6011.4,745.51,44.98,15.87,2.76,0.0
20050807:1411,4803.8,592.06,37.72,15.99,2.55,0.0
20050807:1511,4182.6,518.04,29.38,15.69,2.76,0.0
20050807:1611,2318.6,311.8,20.58,15.05,2.83,0.0
20050807:1711,501.2,102.87,11.78,13.48,1.66,0.0
20050807:1811,176.4,34.39,3.35,13.04,0.97,0.0
20050807:1911,0.0,0.0,0.0,12.21,1.52,0.0
20050807:2011,0.0,0.0,0.0,11.37,1.72,0.0
20050807:2111,0.0,0.0,0.0,10.38,2.0,0.0
20050807:2211,0.0,0.0,0.0,9.7,1.93,0.0
20050807:2311,0.0,0.0,0.0,9.09,1.86,0.0
20050808:0011,0.0,0.0,0.0,8.71,1.38,0.0
20050808:0111,0.0,0.0,0.0,8.47,1.31,0.0
20050808:0211,0.0,0.0,0.0,7.62,1.86,0.0
20050808:0311,0.0,0.0,0.0,7.45,1.93,0.0
20050808:0411,49.9,15.39,5.87,7.41,1.93,0.0
20050808:0511,653.4,112.24,14.47,8.97,1.52,0.0
20050808:0611,2368.8,304.69,23.32,11.84,1.59,0.0
20050808:0711,4198.0,510.62,32.01,11.95,1.52,0.0
20050808:0811,4714.8,579.6,40.06,13.85,1.38,0.0
20050808:0911,5523.3,686.8,46.76,15.14,1.72,0.0
20050808:1011,6764.2,853.69,51.18,16.18,2.21,0.0
20050808:1111,1131.7,152.3,52.38,16.95,3.1,0.0
20050808:1211,6669.4,834.38,50.02,17.36,3.38,0.0
20050808:1311,5988.1,743.87,44.72,17.35,3.31,0.0
20050808:1411,2607.1,326.18,37.47,17.25,3.38,0.0
20050808:1511,2895.9,360.6,29.14,16.43,3.24,0.0
20050808:1611,2130.2,285.59,20.34,16.48,2.76,0.0
20050808:1711,540.0,103.8,11.54,16.01,1.93,0.0
20050808:1811,155.1,31.68,3.1,14.99,1.45,0.0
20050808:1911,0.0,0.0,0.0,14.04,1.59,0.0
20050808:2011,0.0,0.0,0.0,12.62,1.52,0.0
20050808:2111,0.0,0.0,0.0,11.53,1.66,0.0
20050808:2211,0.0,0.0,0.0,10.78,1.72,0.0
20050808:2311,0.0,0.0,0.0,10.39,1.79,0.0
20050809:0011,0.0,0.0,0.0,10.37,2.0,0.0
20050809:0111,0.0,0.0,0.0,10.49,2.14,0.0
20050809:0211,0.0,0.0,0.0,10.7,2.34,0.0
20050809:0311,0.0,0.0,0.0,10.86,2.41,0.0
20050809:0411,48.8,15.39,5.66,10.93,2.48,0.0
20050809:0511,584.7,90.28,14.26,11.52,2.55,0.0
20050809:0611,1748.6,224.78,23.11,12.56,2.97,0.0
20050809:0711,3656.8,445.02,31.8,14.0,2.97,0.0
20050809:0811,623.1,90.81,39.83,15.04,4.14,0.0
20050809:0911,5038.7,611.39,46.51,15.81,4.76,0.0
20050809:1011,5457.1,664.73,50.91,16.11,4.9,0.0
20050809:1111,5571.2,680.64,52.09,16.33,4.83,0.0
20050809:1211,5024.2,612.99,49.74,16.58,4.97,0.0
20050809:1311,5928.1,724.96,44.45,16.8,4.9,0.0
20050809:1411,2426.1,302.84,37.21,16.56,4.48,0.0
20050809:1511,1884.0,239.54,28.89,16.3,4.41,0.0
20050809:1611,694.0,99.33,20.1,15.15,4.21,0.0
20050809:1711,63.3,17.97,11.29,14.56,4.76,0.0
20050809:1811,37.4,13.58,2.85,14.22,4.48,0.0
20050809:1911,0.0,0.0,0.0,13.68,4.97,0.0
20050809:2011,0.0,0.0,0.0,13.7,5.38,0.0
20050809:2111,0.0,0.0,0.0,13.52,5.79,0.0
20050809:2211,0.0,0.0,0.0,13.52,5.79,0.0
20050809:2311,0.0,0.0,0.0,13.4,6.21,0.0
20050810:0011,0.0,0.0,0.0,13.06,5.79,0.0
20050810:0111,0.0,0.0,0.0,12.88,5.86,0.0
20050810:0211,0.0,0.0,0.0,12.76,5.93,0.0
20050810:0311,0.0,0.0,0.0,12.66,5.86,0.0
20050810:0411,0.0,1.81,5.44,12.62,5.79,0.0
20050810:0511,30.7,12.3,14.06,12.67,5.66,0.0
20050810:0611,275.0,47.3,22.9,12.92,7.31,0.0
20050810:0711,557.2,82.3,31.59,13.8,7.79,0.0
20050810:0811,1250.5,163.65,39.6,14.44,7.59,0.0
20050810:0911,3841.0,461.97,46.26,15.39,8.0,0.0
20050810:1011,6160.2,740.71,50.64,16.19,8.0,0.0
20050810:1111,6379.1,772.39,51.8,17.09,7.79,0.0
20050810:1211,6367.8,771.8,49.45,16.84,7.17,0.0
20050810:1311,5174.3,623.54,44.17,16.74,7.66,0.0
20050810:1411,682.7,98.38,36.95,16.61,7.24,0.0
20050810:1511,1003.5,136.22,28.64,16.33,6.9,0.0
20050810:1611,1516.1,199.27,19.85,15.52,6.34,0.0
20050810:1711,361.8,58.65,11.04,14.59,6.14,0.0
20050810:1811,18.4,9.96,2.59,13.61,6.07,0.0
20050810:1911,0.0,0.0,0.0,13.06,6.14,0.0
20050810:2011,0.0,0.0,0.0,12.41,6.21,0.0
20050810:2111,0.0,0.0,0.0,12.3,6.34,0.0
20050810:2211,0.0,0.0,0.0,12.24,6.21,0.0
20050810:2311,0.0,0.0,0.0,12.2,5.86,0.0
20050811:0011,0.0,0.0,0.0,12.29,5.38,0.0
20050811:0111,0.0,0.0,0.0,12.5,5.38,0.0
20050811:0211,0.0,0.0,0.0,12.67,5.45,0.0
20050811:0311,0.0,0.0,0.0,12.75,5.38,0.0
20050811:0411,0.0,1.81,5.22,12.78,5.31,0.0
20050811:0511,69.9,18.92,13.85,12.88,5.17,0.0
20050811:0611,518.7,77.57,22.7,13.21,5.17,0.0
20050811:0711,853.8,117.3,31.37,13.48,5.86,0.0
20050811:0811,1087.3,144.73,39.37,14.07,6.21,0.0
20050811:0911,1255.9,164.6,46.01,14.78,6.97,0.0
20050811:1011,1878.0,236.93,50.36,15.12,6.21,0.0
20050811:1111,1771.1,225.14,51.51,15.86,6.83,0.0
20050811:1211,1597.8,205.28,49.16,16.08,6.69,0.0
20050811:1311,986.8,134.33,43.89,16.42,6.76,0.0
20050811:1411,770.0,108.79,36.69,16.39,5.86,0.0
20050811:1511,1164.6,155.35,28.38,16.36,5.1,0.0
20050811:1611,926.4,127.61,19.6,16.18,4.76,0.0
20050811:1711,607.0,93.28,10.78,15.98,4.62,0.0
20050811:1811,47.4,15.39,2.33,15.7,4.41,0.0
20050811:1911,0.0,0.0,0.0,14.92,4.41,0.0
20050811:2011,0.0,0.0,0.0,14.82,4.28,0.0
20050811:2111,0.0,0.0,0.0,14.75,4.28,0.0
20050811:2211,0.0,0.0,0.0,14.66,4.21,0.0
20050811:2311,0.0,0.0,0.0,14.55,4.21,0.0
20050812:0011,0.0,0.0,0.0,14.35,4.28,0.0
20050812:0111,0.0,0.0,0.0,13.93,4.28,0.0
20050812:0211,0.0,0.0,0.0,13.56,4.28,0.0
20050812:0311,0.0,0.0,0.0,13.14,4.21,0.0
20050812:0411,18.5,9.96,5.01,12.89,4.28,0.0
20050812:0511,120.3,26.49,13.64,12.88,4.07,0.0
20050812:0611,1946.7,249.31,22.48,13.25,5.86,0.0
20050812:0711,1719.0,217.56,31.15,14.29,5.59,0.0
20050812:0811,1703.1,216.59,39.14,14.89,5.31,0.0
20050812:0911,3302.0,402.49,45.75,15.31,5.1,0.0
20050812:1011,955.2,130.55,50.07,15.96,5.1,0.0
20050812:1111,4028.6,492.48,51.21,16.51,4.83,0.0
20050812:1211,1047.5,141.9,48.86,16.73,4.76,0.0
20050812:1311,2746.2,340.62,43.61,16.79,4.83,0.0
20050812:1411,571.2,85.14,36.41,16.8,4.55,0.0
20050812:1511,1104.1,148.74,28.12,16.8,4.0,0.0
20050812:1611,937.5,129.5,19.34,16.64,3.31,0.0
20050812:1711,580.9,89.95,10.52,16.45,2.9,0.0
20050812:1811,52.7,16.29,2.06,15.76,2.55,0.0
20050812:1911,0.0,0.0,0.0,14.72,2.14,0.0
20050812:2011,0.0,0.0,0.0,13.8,2.34,0.0
20050812:2111,0.0,0.0,0.0,13.24,2.48,0.0
20050812:2211,0.0,0.0,0.0,12.81,2.41,0.0
20050812:2311,0.0,0.0,0.0,12.47,2.28,0.0
20050813:0011,0.0,0.0,0.0,12.11,2.07,0.0
20050813:0111,0.0,0.0,0.0,12.02,1.86,0.0
20050813:0211,0.0,0.0,0.0,12.13,1.59,0.0
20050813:0311,0.0,0.0,0.0,12.33,1.38,0.0
20050813:0411,0.0,0.91,4.78,12.51,1.24,0.0
20050813:0511,277.0,47.9,13.42,12.9,0.9,0.0
20050813:0611,729.6,103.28,22.27,13.21,0.97,0.0
20050813:0711,524.2,78.52,30.93,13.56,2.14,0.0
20050813:0811,1395.2,181.04,38.9,13.82,2.69,0.0
20050813:0911,3089.2,378.78,45.49,14.6,3.38,0.0
20050813:1011,3314.4,406.25,49.79,15.28,3.93,0.0
20050813:1111,4202.6,513.4,50.9,15.99,4.28,0.0
20050813:1211,1946.4,246.84,48.56,16.28,4.48,0.0
20050813:1311,1119.8,150.41,43.32,16.8,4.97,0.0
20050813:1411,681.3,98.38,36.14,16.69,4.97,0.0
20050813:1511,1925.6,244.28,27.85,16.18,4.48,0.0
20050813:1611,1227.4,164.31,19.07,15.65,4.07,0.0
20050813:1711,200.1,37.84,10.26,15.03,3.52,0.0
20050813:1811,32.3,12.67,1.79,14.5,3.1,0.0
20050813:1911,0.0,0.0,0.0,13.68,3.31,0.0
20050813:2011,0.0,0.0,0.0,13.27,3.31,0.0
20050813:2111,0.0,0.0,0.0,12.93,3.24,0.0
20050813:2211,0.0,0.0,0.0,12.8,3.17,0.0
20050813:2311,0.0,0.0,0.0,12.44,3.1,0.0
20050814:0011,0.0,0.0,0.0,11.99,3.1,0.0
20050814:0111,0.0,0.0,0.0,11.71,3.17,0.0
20050814:0211,0.0,0.0,0.0,11.37,2.9,0.0
20050814:0311,0.0,0.0,0.0,11.39,2.48,0.0
20050814:0411,0.0,0.0,0.0,11.65,2.28,0.0
20050814:0511,561.1,93.0,13.21,12.0,2.14,0.0
20050814:0611,1760.8,227.95,22.06,12.75,2.07,0.0
20050814:0711,3805.0,464.21,30.71,13.67,2.21,0.0
20050814:0811,4843.6,591.84,38.66,14.5,2.28,0.0
20050814:0911,5569.8,688.54,45.22,15.46,2.34,0.0
20050814:1011,4656.2,576.29,49.5,17.04,2.83,0.0
20050814:1111,3888.1,483.44,50.6,18.08,3.03,0.0
20050814:1211,4362.3,543.89,48.25,18.75,2.97,0.0
20050814:1311,5448.1,684.85,43.03,19.21,2.62,0.0
20050814:1411,3876.0,485.43,35.86,19.22,2.34,0.0
20050814:1511,2826.3,358.94,27.58,19.19,2.14,0.0
20050814:1611,839.3,119.15,18.8,18.91,1.72,0.0
20050814:1711,310.4,52.97,9.98,17.99,1.38,0.0
20050814:1811,74.4,19.91,1.51,16.89,1.24,0.0
20050814:1911,0.0,0.0,0.0,16.04,1.93,0.0
20050814:2011,0.0,0.0,0.0,15.37,1.93,0.0
20050814:2111,0.0,0.0,0.0,14.84,1.86,0.0
20050814:2211,0.0,0.0,0.0,14.12,1.79,0.0
20050814:2311,0.0,0.0,0.0,13.6,1.79,0.0
20050815:0011,0.0,0.0,0.0,13.15,1.79,0.0
20050815:0111,0.0,0.0,0.0,12.87,1.59,0.0
20050815:0211,0.0,0.0,0.0,13.09,0.97,0.0
20050815:0311,0.0,0.0,0.0,14.02,0.55,0.0
20050815:0411,0.0,0.0,0.0,13.59,0.69,0.0
20050815:0511,52.1,16.08,12.99,13.46,0.69,0.0
20050815:0611,714.6,102.36,21.84,14.96,0.34,0.0
20050815:0711,2194.5,278.6,30.48,16.01,0.69,0.0
20050815:0811,4409.6,553.89,38.42,17.79,1.03,0.0
20050815:0911,5132.8,652.1,44.96,18.89,1.24,0.0
20050815:1011,5414.5,692.6,49.2,19.34,1.31,0.0
20050815:1111,6123.3,790.96,50.29,19.48,1.38,0.0
20050815:1211,6031.9,775.36,47.94,19.73,1.66,0.0
20050815:1311,5070.6,642.11,42.73,19.75,1.93,0.0
20050815:1411,2990.7,377.64,35.57,19.6,2.21,0.0
20050815:1511,1300.1,174.11,27.3,19.12,2.28,0.0
20050815:1611,857.0,121.06,18.53,18.66,2.21,0.0
20050815:1711,500.2,79.0,9.71,18.02,2.34,0.0
20050815:1811,57.7,17.2,1.23,16.88,2.34,0.0
20050815:1911,0.0,0.0,0.0,15.78,2.28,0.0
20050815:2011,0.0,0.0,0.0,14.73,2.14,0.0
20050815:2111,0.0,0.0,0.0,13.79,2.07,0.0
20050815:2211,0.0,0.0,0.0,13.04,1.79,0.0
20050815:2311,0.0,0.0,0.0,12.26,1.52,0.0
20050816:0011,0.0,0.0,0.0,11.34,1.52,0.0
20050816:0111,0.0,0.0,0.0,11.08,1.24,0.0
20050816:0211,0.0,0.0,0.0,11.04,0.83,0.0
20050816:0311,0.0,0.0,0.0,10.56,0.76,0.0
20050816:0411,0.0,0.0,0.0,10.72,0.9,0.0
20050816:0511,526.3,87.38,12.77,11.27,0.83,0.0
20050816:0611,2030.4,264.35,21.62,12.36,0.62,0.0
20050816:0711,3944.6,489.31,30.26,13.96,0.55,0.0
20050816:0811,5482.0,688.24,38.17,16.38,1.1,0.0
20050816:0911,6349.2,808.37,44.69,18.59,1.86,0.0
20050816:1011,4943.0,621.9,48.9,19.56,2.48,0.0
20050816:1111,6621.1,843.42,49.97,19.69,2.83,0.0
20050816:1211,4975.5,624.4,47.63,19.89,3.03,0.0
20050816:1311,5072.4,634.14,42.42,19.7,3.24,0.0
20050816:1411,4615.8,572.46,35.28,19.14,3.66,0.0
20050816:1511,3578.1,446.99,27.02,18.46,4.0,0.0
20050816:1611,1927.3,263.1,18.25,17.44,3.72,0.0
20050816:1711,497.2,86.66,9.43,16.53,2.97,0.0
20050816:1811,42.2,14.48,0.94,15.53,2.34,0.0
20050816:1911,0.0,0.0,0.0,14.34,2.21,0.0
20050816:2011,0.0,0.0,0.0,13.55,1.79,0.0
20050816:2111,0.0,0.0,0.0,12.7,1.66,0.0
20050816:2211,0.0,0.0,0.0,12.04,1.66,0.0
20050816:2311,0.0,0.0,0.0,11.72,1.79,0.0
20050817:0011,0.0,0.0,0.0,11.74,1.79,0.0
20050817:0111,0.0,0.0,0.0,11.8,1.86,0.0
20050817:0211,0.0,0.0,0.0,11.89,1.86,0.0
20050817:0311,0.0,0.0,0.0,11.97,1.86,0.0
20050817:0411,0.0,0.0,0.0,11.86,1.86,0.0
20050817:0511,320.5,53.89,12.55,12.62,1.59,0.0
20050817:0611,1303.3,173.21,21.4,14.76,2.41,0.0
20050817:0711,2369.4,297.11,30.03,16.14,2.34,0.0
20050817:0811,4159.6,513.68,37.93,17.47,2.62,0.0
20050817:0911,6046.1,758.0,44.41,18.45,2.76,0.0
20050817:1011,6745.5,859.21,48.6,19.35,2.69,0.0
20050817:1111,6256.3,793.26,49.65,19.71,2.9,0.0
20050817:1211,6053.6,765.23,47.31,19.87,3.03,0.0
20050817:1311,5135.9,643.64,42.12,20.03,3.17,0.0
20050817:1411,5032.8,630.02,34.99,19.91,3.03,0.0
20050817:1511,4044.6,511.06,26.73,19.47,2.97,0.0
20050817:1611,2067.0,290.91,17.97,18.82,2.83,0.0
20050817:1711,304.7,74.01,9.14,17.85,2.28,0.0
20050817:1811,52.4,16.29,0.65,16.42,1.93,0.0
20050817:1911,0.0,0.0,0.0,14.93,1.86,0.0
20050817:2011,0.0,0.0,0.0,13.32,1.38,0.0
20050817:2111,0.0,0.0,0.0,13.59,0.83,0.0
20050817:2211,0.0,0.0,0.0,13.2,0.48,0.0
20050817:2311,0.0,0.0,0.0,12.71,0.34,0.0
20050818:0011,0.0,0.0,0.0,12.27,0.14,0.0
20050818:0111,0.0,0.0,0.0,11.87,0.0,0.0
20050818:0211,0.0,0.0,0.0,11.05,0.21,0.0
20050818:0311,0.0,0.0,0.0,9.53,0.41,0.0
20050818:0411,0.0,0.0,0.0,9.11,0.55,0.0
20050818:0511,512.1,90.42,12.33,10.12,0.55,0.0
20050818:0611,2105.5,273.24,21.18,11.04,0.55,0.0
20050818:0711,3977.2,491.51,29.8,14.14,0.97,0.0
20050818:0811,5348.7,670.07,37.68,16.62,1.24,0.0
20050818:0911,6633.8,852.09,44.14,18.34,1.45,0.0
20050818:1011,7199.7,940.47,48.3,19.58,1.59,0.0
20050818:1111,7500.6,987.06,49.33,20.49,1.79,0.0
20050818:1211,7296.5,957.3,46.99,21.17,1.93,0.0
20050818:1311,6661.7,865.61,41.8,21.6,1.93,0.0
20050818:1411,5429.4,695.64,34.69,21.8,1.93,0.0
20050818:1511,4018.6,517.79,26.44,21.72,1.93,0.0
20050818:1611,2036.9,293.57,17.68,21.35,1.79,0.0
20050818:1711,261.2,69.18,8.85,20.39,1.72,0.0
20050818:1811,41.3,14.48,0.35,18.67,2.34,0.0
20050818:1911,0.0,0.0,0.0,17.24,2.62,0.0
20050818:2011,0.0,0.0,0.0,16.2,2.83,0.0
20050818:2111,0.0,0.0,0.0,15.43,2.97,0.0
20050818:2211,0.0,0.0,0.0,14.74,2.9,0.0
20050818:2311,0.0,0.0,0.0,14.0,2.55,0.0
20050819:0011,0.0,0.0,0.0,13.28,2.48,0.0
20050819:0111,0.0,0.0,0.0,12.68,2.48,0.0
20050819:0211,0.0,0.0,0.0,12.33,2.48,0.0
20050819:0311,0.0,0.0,0.0,12.05,2.55,0.0
20050819:0411,0.0,0.0,0.0,11.91,2.62,0.0
20050819:0511,484.6,89.73,12.11,12.65,2.55,0.0
20050819:0611,2059.4,269.51,20.95,14.63,2.55,0.0
20050819:0711,3772.6,466.48,29.56,17.18,2.69,0.0
20050819:0811,5366.9,667.94,37.43,19.09,2.9,0.0
20050819:0911,6606.9,838.88,43.86,20.77,3.1,0.0
20050819:1011,7284.0,938.53,47.99,22.1,3.38,0.0
20050819:1111,7709.0,998.19,49.01,22.8,3.79,0.0
20050819:1211,7503.7,968.28,46.66,23.21,4.0,0.0
20050819:1311,6759.9,863.81,41.49,23.49,4.14,0.0
20050819:1411,5650.9,715.76,34.38,23.53,4.14,0.0
20050819:1511,3917.9,501.91,26.15,23.32,3.93,0.0
20050819:1611,1957.3,281.69,17.39,22.84,3.17,0.0
20050819:1711,295.8,69.98,8.56,21.78,2.9,0.0
20050819:1811,31.1,12.67,0.05,20.2,2.76,0.0
20050819:1911,0.0,0.0,0.0,18.98,2.83,0.0
20050819:2011,0.0,0.0,0.0,18.11,2.97,0.0
20050819:2111,0.0,0.0,0.0,17.49,3.03,0.0
20050819:2211,0.0,0.0,0.0,17.09,3.17,0.0
20050819:2311,0.0,0.0,0.0,16.81,3.17,0.0
20050820:0011,0.0,0.0,0.0,16.55,3.17,0.0
20050820:0111,0.0,0.0,0.0,16.34,3.24,0.0
20050820:0211,0.0,0.0,0.0,16.22,3.31,0.0
20050820:0311,0.0,0.0,0.0,16.07,3.38,0.0
20050820:0411,0.0,0.0,0.0,15.88,3.38,0.0
20050820:0511,447.1,78.05,11.88,16.04,3.17,0.0
20050820:0611,1886.0,249.62,20.73,17.07,2.97,0.0
20050820:0711,3744.1,465.14,29.33,18.91,3.31,0.0
20050820:0811,5416.5,676.32,37.17,20.44,3.31,0.0
20050820:0911,6661.1,848.42,43.58,21.92,3.38,0.0
20050820:1011,7544.8,975.51,47.68,23.07,3.72,0.0
20050820:1111,7642.9,990.09,48.68,23.79,4.14,0.0
20050820:1211,7567.4,979.22,46.33,24.21,4.28,0.0
20050820:1311,6796.5,872.91,41.17,24.43,4.14,0.0
20050820:1411,5599.1,712.78,34.07,24.48,4.07,0.0
20050820:1511,3850.0,495.91,25.85,24.28,3.86,0.0
20050820:1611,1915.7,277.5,17.09,23.78,3.1,0.0
20050820:1711,282.9,66.79,8.26,22.75,2.9,0.0
20050820:1811,0.0,0.0,-0.25,21.22,2.83,0.0
20050820:1911,0.0,0.0,0.0,20.48,2.9,0.0
20050820:2011,0.0,0.0,0.0,19.58,2.97,0.0
20050820:2111,0.0,0.0,0.0,18.8,2.97,0.0
20050820:2211,0.0,0.0,0.0,18.1,2.97,0.0
20050820:2311,0.0,0.0,0.0,17.46,2.97,0.0
20050821:0011,0.0,0.0,0.0,16.83,2.83,0.0
20050821:0111,0.0,0.0,0.0,16.17,2.69,0.0
20050821:0211,0.0,0.0,0.0,15.47,2.62,0.0
20050821:0311,0.0,0.0,0.0,14.82,2.55,0.0
20050821:0411,0.0,0.0,0.0,14.27,2.55,0.0
20050821:0511,453.3,82.03,11.65,14.51,2.41,0.0
20050821:0611,2033.1,268.98,20.5,16.1,2.21,0.0
20050821:0711,3863.9,481.85,29.09,18.52,2.34,0.0
20050821:0811,5342.6,674.32,36.91,20.39,2.14,0.0
20050821:0911,6516.4,846.56,43.29,22.1,1.86,0.0
20050821:1011,7401.4,985.21,47.37,23.46,1.86,0.0
20050821:1111,7416.5,988.38,48.34,24.2,2.14,0.0
20050821:1211,7207.4,957.22,46.0,24.55,2.21,0.0
20050821:1311,6501.6,852.8,40.84,24.74,2.28,0.0
20050821:1411,5461.0,705.21,33.76,24.7,2.55,0.0
20050821:1511,3865.2,501.88,25.54,24.41,2.76,0.0
20050821:1611,1869.8,272.24,16.79,23.75,2.41,0.0
20050821:1711,318.9,67.37,7.96,22.45,2.14,0.0
20050821:1811,0.0,0.0,0.0,20.73,2.28,0.0
20050821:1911,0.0,0.0,0.0,19.33,2.28,0.0
20050821:2011,0.0,0.0,0.0,17.98,2.34,0.0
20050821:2111,0.0,0.0,0.0,16.94,2.41,0.0
20050821:2211,0.0,0.0,0.0,16.08,2.48,0.0
20050821:2311,0.0,0.0,0.0,15.35,2.48,0.0
20050822:0011,0.0,0.0,0.0,14.75,2.62,0.0
20050822:0111,0.0,0.0,0.0,14.28,2.69,0.0
20050822:0211,0.0,0.0,0.0,13.93,2.69,0.0
20050822:0311,0.0,0.0,0.0,13.63,2.76,0.0
20050822:0411,0.0,0.0,0.0,13.4,2.76,0.0
20050822:0511,441.3,81.96,11.43,14.0,2.69,0.0
20050822:0611,1963.1,259.24,20.27,15.85,2.48,0.0
20050822:0711,3773.1,467.58,28.85,18.33,3.24,0.0
20050822:0811,5289.1,657.77,36.66,20.21,3.59,0.0
20050822:0911,6551.7,828.05,43.01,21.69,3.93,0.0
20050822:1011,7096.3,906.09,47.05,22.67,4.28,0.0
20050822:1111,7290.6,937.91,48.01,23.17,4.14,0.0
20050822:1211,6955.9,895.28,45.66,23.48,3.86,0.0
20050822:1311,6503.4,833.27,40.51,23.64,3.72,0.0
20050822:1411,5426.5,688.58,33.45,23.55,3.79,0.0
20050822:1511,3788.6,486.63,25.24,23.36,3.72,0.0
20050822:1611,1870.9,272.46,16.49,22.81,3.03,0.0
20050822:1711,349.3,67.54,7.66,21.63,2.62,0.0
20050822:1811,0.0,0.0,0.0,19.98,2.69,0.0
20050822:1911,0.0,0.0,0.0,18.93,2.97,0.0
20050822:2011,0.0,0.0,0.0,18.04,3.24,0.0
20050822:2111,0.0,0.0,0.0,17.21,3.24,0.0
20050822:2211,0.0,0.0,0.0,16.54,3.1,0.0
20050822:2311,0.0,0.0,0.0,16.1,2.97,0.0
20050823:0011,0.0,0.0,0.0,15.77,2.83,0.0
20050823:0111,0.0,0.0,0.0,15.58,2.62,0.0
20050823:0211,0.0,0.0,0.0,15.35,2.48,0.0
20050823:0311,0.0,0.0,0.0,15.2,2.48,0.0
20050823:0411,0.0,0.0,0.0,15.0,2.48,0.0
20050823:0511,195.7,37.56,11.2,15.26,2.07,0.0
20050823:0611,226.7,41.62,20.04,16.22,1.86,0.0
20050823:0711,2040.3,260.17,28.61,17.39,1.93,0.0
20050823:0811,4079.2,510.45,36.39,19.09,1.86,0.0
20050823:0911,3700.6,467.76,42.72,20.6,1.93,0.0
20050823:1011,3978.7,506.64,46.73,22.01,2.07,0.0
20050823:1111,5952.6,774.69,47.67,23.05,1.93,0.0
20050823:1211,6033.4,790.91,45.32,23.53,1.66,0.0
20050823:1311,1821.9,241.78,40.18,23.45,1.52,0.0
20050823:1411,869.8,124.87,33.12,23.29,1.52,0.0
20050823:1511,649.5,97.44,24.93,23.06,1.52,0.0
20050823:1611,368.3,61.49,16.18,22.32,1.45,0.0
20050823:1711,329.0,56.9,7.35,21.4,1.52,0.0
20050823:1811,0.0,0.0,0.0,20.4,1.66,0.0
20050823:1911,0.0,0.0,0.0,19.46,1.31,0.0
20050823:2011,0.0,0.0,0.0,18.7,1.72,0.0
20050823:2111,0.0,0.0,0.0,17.98,1.79,0.0
20050823:2211,0.0,0.0,0.0,17.34,2.0,0.0
20050823:2311,0.0,0.0,0.0,16.82,2.0,0.0
20050824:0011,0.0,0.0,0.0,16.38,1.93,0.0
20050824:0111,0.0,0.0,0.0,15.8,2.07,0.0
20050824:0211,0.0,0.0,0.0,15.66,2.21,0.0
20050824:0311,0.0,0.0,0.0,15.73,2.07,0.0
20050824:0411,0.0,0.0,0.0,15.66,1.93,0.0
20050824:0511,393.5,72.32,10.97,15.97,2.41,0.0
20050824:0611,563.2,84.37,19.81,16.82,2.55,0.0
20050824:0711,2500.0,313.26,28.37,17.4,3.1,0.0
20050824:0811,2539.6,319.57,36.13,18.56,3.03,0.0
20050824:0911,3675.7,460.79,42.42,19.99,2.69,0.0
20050824:1011,4086.8,516.21,46.41,21.04,2.48,0.0
20050824:1111,3910.8,497.01,47.33,21.99,2.41,0.0
20050824:1211,6204.0,801.29,44.97,22.44,2.41,0.0
20050824:1311,3742.0,476.27,39.85,22.72,2.48,0.0
20050824:1411,5217.0,663.5,32.8,22.16,2.62,0.0
20050824:1511,3114.4,400.3,24.61,21.52,2.21,0.0
20050824:1611,1215.7,170.85,15.87,20.99,2.0,0.0
20050824:1711,368.9,64.6,7.03,20.25,2.0,0.0
20050824:1811,0.0,0.0,0.0,19.03,2.07,0.0
20050824:1911,0.0,0.0,0.0,17.88,1.59,0.0
20050824:2011,0.0,0.0,0.0,17.03,1.24,0.0
20050824:2111,0.0,0.0,0.0,16.13,1.03,0.0
20050824:2211,0.0,0.0,0.0,16.26,0.55,0.0
20050824:2311,0.0,0.0,0.0,15.92,0.28,0.0
20050825:0011,0.0,0.0,0.0,14.82,0.9,0.0
20050825:0111,0.0,0.0,0.0,13.62,1.1,0.0
20050825:0211,0.0,0.0,0.0,13.39,1.31,0.0
20050825:0311,0.0,0.0,0.0,13.22,1.38,0.0
20050825:0411,0.0,0.0,0.0,13.22,1.45,0.0
