time,P,G(i),H_sun,T2m,WS10m,Int
20060326:0411,0.0,0.0,0.0,-0.83,3.03,0.0
20060326:0511,0.0,1.89,3.16,-0.7,2.9,0.0
20060326:0611,150.5,29.33,11.95,-0.27,3.1,0.0
20060326:0711,960.0,123.15,20.31,0.38,3.45,0.0
20060326:0811,969.5,124.87,27.74,1.75,3.72,0.0
20060326:0911,965.0,124.87,33.66,2.79,3.93,0.0
20060326:1011,1089.7,139.06,37.4,3.43,3.93,0.0
20060326:1111,893.8,117.3,38.41,3.51,3.72,0.0
20060326:1211,918.0,120.14,36.51,3.78,3.72,0.0
20060326:1311,1003.6,129.6,32.02,3.63,3.93,0.0
20060326:1411,675.7,92.71,25.56,3.51,3.93,0.0
20060326:1511,719.6,97.81,17.79,3.63,3.66,0.0
20060326:1611,17.3,9.46,9.25,3.63,3.38,0.0
20060326:1711,0.0,0.0,0.0,3.67,2.83,0.0
20060326:1811,0.0,0.0,0.0,3.79,2.34,0.0
20060326:1911,0.0,0.0,0.0,4.05,2.34,0.0
20060326:2011,0.0,0.0,0.0,4.78,2.62,0.0
20060326:2111,0.0,0.0,0.0,5.55,2.62,0.0
20060326:2211,0.0,0.0,0.0,5.68,2.83,0.0
20060326:2311,0.0,0.0,0.0,5.9,2.62,0.0
20060327:0011,0.0,0.0,0.0,5.84,2.55,0.0
20060327:0111,0.0,0.0,0.0,5.62,2.62,0.0
20060327:0211,0.0,0.0,0.0,5.52,2.55,0.0
20060327:0311,0.0,0.0,0.0,5.51,2.48,0.0
20060327:0411,0.0,0.0,0.0,5.42,2.55,0.0
20060327:0511,0.0,2.84,3.53,5.57,2.76,0.0
20060327:0611,582.4,83.91,12.32,6.15,3.1,0.0
20060327:0711,1828.1,224.33,20.68,7.36,3.59,0.0
20060327:0811,3155.2,373.89,28.12,8.42,3.45,0.0
20060327:0911,1223.5,157.98,34.06,9.56,3.52,0.0
20060327:1011,1130.3,147.57,37.8,10.08,4.0,0.0
20060327:1111,1733.9,216.2,38.8,9.92,3.66,0.0
20060327:1211,1452.5,184.47,36.88,10.64,4.9,0.0
20060327:1311,1427.7,182.11,32.36,11.31,4.69,0.0
20060327:1411,4762.6,566.72,25.87,12.18,4.69,0.0
20060327:1511,434.9,67.16,18.07,12.19,3.72,0.0
20060327:1611,76.5,19.87,9.52,11.66,3.03,0.0
20060327:1711,0.0,0.0,0.0,10.95,2.69,0.0
20060327:1811,0.0,0.0,0.0,10.47,2.55,0.0
20060327:1911,0.0,0.0,0.0,10.44,2.83,0.0
20060327:2011,0.0,0.0,0.0,10.29,2.69,0.0
20060327:2111,0.0,0.0,0.0,9.62,2.9,0.0
20060327:2211,0.0,0.0,0.0,9.06,3.31,0.0
20060327:2311,0.0,0.0,0.0,8.74,3.59,0.0
20060328:0011,0.0,0.0,0.0,8.52,4.34,0.0
20060328:0111,0.0,0.0,0.0,8.61,4.69,0.0
20060328:0211,0.0,0.0,0.0,8.27,4.41,0.0
20060328:0311,0.0,0.0,0.0,7.63,4.21,0.0
20060328:0411,0.0,0.0,0.0,7.04,4.0,0.0
20060328:0511,62.5,18.54,3.89,6.43,3.86,0.0
20060328:0611,1792.0,238.91,12.68,6.72,3.79,0.0
20060328:0711,3874.0,459.52,21.05,8.07,3.93,0.0
20060328:0811,4976.9,587.17,28.51,9.69,3.93,0.0
20060328:0911,6830.3,818.68,34.45,11.32,4.28,0.0
20060328:1011,5757.0,690.89,38.2,12.75,4.41,0.0
20060328:1111,8198.9,1003.89,39.19,13.49,4.76,0.0
20060328:1211,1283.4,167.44,37.24,13.73,4.76,0.0
20060328:1311,6131.2,739.99,32.69,13.6,4.14,0.0
20060328:1411,4076.7,489.18,26.17,12.17,3.24,0.0
20060328:1511,1916.2,240.32,18.35,11.38,3.31,0.0
20060328:1611,1037.3,158.68,9.79,10.45,2.28,0.0
20060328:1711,0.0,0.0,0.0,9.16,2.14,0.0
20060328:1811,0.0,0.0,0.0,7.93,2.34,0.0
20060328:1911,0.0,0.0,0.0,7.0,2.28,0.0
20060328:2011,0.0,0.0,0.0,5.87,2.28,0.0
20060328:2111,0.0,0.0,0.0,4.89,2.21,0.0
20060328:2211,0.0,0.0,0.0,3.64,2.34,0.0
20060328:2311,0.0,0.0,0.0,2.56,2.41,0.0
20060329:0011,0.0,0.0,0.0,1.92,2.34,0.0
20060329:0111,0.0,0.0,0.0,1.46,2.41,0.0
20060329:0211,0.0,0.0,0.0,1.14,2.41,0.0
20060329:0311,0.0,0.0,0.0,0.83,2.41,0.0
20060329:0411,0.0,0.0,0.0,0.57,2.34,0.0
20060329:0511,33.4,12.3,4.25,0.34,2.28,0.0
20060329:0611,1056.6,139.25,13.05,1.64,1.86,0.0
20060329:0711,1819.5,221.64,21.43,4.66,2.0,0.0
20060329:0811,4121.7,484.95,28.89,6.63,2.14,0.0
20060329:0911,5484.5,653.16,34.85,8.19,2.28,0.0
20060329:1011,3017.8,362.96,38.6,9.63,2.55,0.0
20060329:1111,6217.0,750.33,39.58,10.67,2.97,0.0
20060329:1211,7460.0,909.28,37.6,11.37,3.38,0.0
20060329:1311,3012.0,362.58,33.02,11.56,3.93,0.0
20060329:1411,5460.5,646.36,26.47,11.0,4.76,0.0
20060329:1511,3177.3,387.33,18.63,10.53,4.55,0.0
20060329:1611,0.0,0.0,0.0,9.95,3.86,0.0
20060329:1711,0.0,0.0,0.0,8.64,3.66,0.0
20060329:1811,0.0,0.0,0.0,7.01,3.86,0.0
20060329:1911,0.0,0.0,0.0,6.02,4.62,0.0
20060329:2011,0.0,0.0,0.0,5.34,4.62,0.0
20060329:2111,0.0,0.0,0.0,5.02,4.28,0.0
20060329:2211,0.0,0.0,0.0,4.8,4.0,0.0
20060329:2311,0.0,0.0,0.0,4.6,3.72,0.0
20060330:0011,0.0,0.0,0.0,4.29,3.24,0.0
20060330:0111,0.0,0.0,0.0,4.09,3.1,0.0
20060330:0211,0.0,0.0,0.0,3.81,3.03,0.0
20060330:0311,0.0,0.0,0.0,3.5,2.83,0.0
20060330:0411,0.0,0.0,0.0,3.11,2.69,0.0
20060330:0511,68.0,17.97,4.61,2.68,2.55,0.0
20060330:0611,914.1,122.16,13.41,2.97,2.83,0.0
20060330:0711,3076.6,361.25,21.8,3.83,2.69,0.0
20060330:0811,5814.0,678.87,29.28,5.23,2.9,0.0
20060330:0911,7192.4,852.53,35.24,6.93,3.45,0.0
20060330:1011,7833.9,939.19,39.0,8.45,3.93,0.0
20060330:1111,6097.8,724.64,39.96,9.79,4.14,0.0
20060330:1211,4408.4,522.09,37.97,10.65,4.55,0.0
20060330:1311,6613.5,785.08,33.35,11.36,5.31,0.0
20060330:1411,2021.4,248.67,26.77,11.11,4.69,0.0
20060330:1511,108.9,24.6,18.91,10.27,4.48,0.0
20060330:1611,31.5,12.3,10.33,9.14,4.55,0.0
20060330:1711,0.0,0.0,0.0,8.08,4.76,0.0
20060330:1811,0.0,0.0,0.0,7.67,4.83,0.0
20060330:1911,0.0,0.0,0.0,7.6,4.62,0.0
20060330:2011,0.0,0.0,0.0,7.81,4.21,0.0
20060330:2111,0.0,0.0,0.0,7.68,3.86,0.0
20060330:2211,0.0,0.0,0.0,7.65,3.93,0.0
20060330:2311,0.0,0.0,0.0,7.5,3.86,0.0
20060331:0011,0.0,0.0,0.0,7.45,3.79,0.0
20060331:0111,0.0,0.0,0.0,7.22,3.72,0.0
20060331:0211,0.0,0.0,0.0,7.27,3.72,0.0
20060331:0311,0.0,0.0,0.0,7.14,3.52,0.0
20060331:0411,0.0,0.0,0.0,6.72,3.31,0.0
20060331:0511,0.3,5.68,4.97,6.59,3.24,0.0
20060331:0611,54.3,16.08,13.77,7.1,3.31,0.0
20060331:0711,341.6,54.87,22.17,8.57,3.52,0.0
20060331:0811,1638.9,204.7,29.66,9.66,4.0,0.0
20060331:0911,1235.6,159.87,35.63,10.57,4.21,0.0
20060331:1011,445.3,68.11,39.39,11.04,4.0,0.0
20060331:1111,819.0,112.57,40.35,11.83,4.69,0.0
20060331:1211,514.1,76.62,38.33,12.04,6.07,0.0
20060331:1311,905.0,122.03,33.68,10.97,5.45,0.0
20060331:1411,1974.1,242.61,27.07,10.57,5.17,0.0
20060331:1511,299.8,50.14,19.19,10.98,3.93,0.0
20060331:1611,521.5,79.22,10.6,10.17,4.62,0.0
20060331:1711,0.0,0.0,0.0,9.25,5.31,0.0
20060331:1811,0.0,0.0,0.0,8.73,5.59,0.0
20060331:1911,0.0,0.0,0.0,8.59,5.59,0.0
20060331:2011,0.0,0.0,0.0,7.85,5.52,0.0
20060331:2111,0.0,0.0,0.0,7.02,5.31,0.0
20060331:2211,0.0,0.0,0.0,6.31,5.03,0.0
20060331:2311,0.0,0.0,0.0,5.78,4.76,0.0
20060401:0011,0.0,0.0,0.0,5.32,4.41,0.0
20060401:0111,0.0,0.0,0.0,5.0,4.0,0.0
20060401:0211,0.0,0.0,0.0,4.72,3.45,0.0
20060401:0311,0.0,0.0,0.0,4.52,3.03,0.0
20060401:0411,0.0,0.0,0.0,4.47,2.62,0.0
20060401:0511,145.0,31.56,5.33,4.51,2.21,0.0
20060401:0611,301.1,49.19,14.13,4.89,1.79,0.0
20060401:0711,1478.3,184.2,22.54,6.23,3.31,0.0
20060401:0811,2250.9,270.65,30.04,7.31,3.86,0.0
20060401:0911,1301.7,166.49,36.02,9.37,4.55,0.0
20060401:1011,2166.3,265.24,39.79,10.28,4.14,0.0
20060401:1111,813.0,111.63,40.73,11.17,4.07,0.0
20060401:1211,689.7,97.44,38.68,11.54,3.45,0.0
20060401:1311,1565.1,198.74,34.01,12.11,3.79,0.0
20060401:1411,2403.2,294.61,27.37,12.54,3.38,0.0
20060401:1511,1900.1,239.55,19.47,12.61,3.17,0.0
20060401:1611,58.9,17.03,10.86,10.59,3.52,0.0
20060401:1711,0.0,0.0,0.0,9.46,2.48,0.0
20060401:1811,0.0,0.0,0.0,8.57,2.41,0.0
20060401:1911,0.0,0.0,0.0,7.84,2.76,0.0
20060401:2011,0.0,0.0,0.0,7.66,2.9,0.0
20060401:2111,0.0,0.0,0.0,7.43,3.03,0.0
20060401:2211,0.0,0.0,0.0,7.24,3.1,0.0
20060401:2311,0.0,0.0,0.0,7.24,3.31,0.0
20060402:0011,0.0,0.0,0.0,7.23,3.31,0.0
20060402:0111,0.0,0.0,0.0,7.05,3.31,0.0
20060402:0211,0.0,0.0,0.0,6.73,3.38,0.0
20060402:0311,0.0,0.0,0.0,6.57,3.31,0.0
20060402:0411,0.0,0.0,0.0,6.12,3.1,0.0
20060402:0511,166.1,34.91,5.68,5.77,2.76,0.0
20060402:0611,1784.9,231.9,14.49,5.87,2.48,0.0
20060402:0711,3980.5,470.29,22.9,6.75,2.97,0.0
20060402:0811,5775.5,685.93,30.41,8.14,2.55,0.0
20060402:0911,7058.9,853.0,36.41,9.91,2.97,0.0
20060402:1011,4616.3,551.41,40.18,11.35,3.66,0.0
20060402:1111,5483.8,657.39,41.12,11.92,3.93,0.0
20060402:1211,3478.0,417.98,39.04,12.4,4.34,0.0
20060402:1311,3709.3,443.94,34.33,12.71,4.76,0.0
20060402:1411,3577.8,429.57,27.67,12.65,4.07,0.0
20060402:1511,3107.0,383.18,19.75,12.5,3.52,0.0
20060402:1611,800.6,118.59,11.13,11.96,3.24,0.0
20060402:1711,0.0,0.0,0.0,10.59,3.03,0.0
20060402:1811,0.0,0.0,0.0,9.31,3.24,0.0
20060402:1911,0.0,0.0,0.0,9.17,3.66,0.0
20060402:2011,0.0,0.0,0.0,9.07,4.0,0.0
20060402:2111,0.0,0.0,0.0,8.8,4.07,0.0
20060402:2211,0.0,0.0,0.0,8.28,4.14,0.0
20060402:2311,0.0,0.0,0.0,7.94,4.28,0.0
20060403:0011,0.0,0.0,0.0,7.76,4.41,0.0
20060403:0111,0.0,0.0,0.0,7.2,4.76,0.0
20060403:0211,0.0,0.0,0.0,6.44,4.48,0.0
20060403:0311,0.0,0.0,0.0,5.77,4.21,0.0
20060403:0411,0.0,0.0,0.0,5.07,3.66,0.0
20060403:0511,232.6,48.68,6.04,4.46,2.9,0.0
20060403:0611,1753.9,225.94,14.85,4.71,2.14,0.0
20060403:0711,2530.1,303.22,23.27,6.68,2.55,0.0
20060403:0811,4336.1,509.74,30.79,8.21,3.38,0.0
20060403:0911,7090.0,845.59,36.8,9.39,4.0,0.0
20060403:1011,2201.4,269.78,40.57,10.55,3.86,0.0
20060403:1111,1204.5,157.03,41.5,11.53,3.86,0.0
20060403:1211,2761.5,335.28,39.4,11.99,4.0,0.0
20060403:1311,4085.2,488.2,34.65,11.98,3.86,0.0
20060403:1411,2657.2,321.11,27.96,10.96,3.79,0.0
20060403:1511,3005.5,368.44,20.02,10.91,3.17,0.0
20060403:1611,865.7,125.93,11.39,9.37,2.76,0.0
20060403:1711,10.4,8.15,2.55,8.04,1.86,0.0
20060403:1811,0.0,0.0,0.0,7.24,1.59,0.0
20060403:1911,0.0,0.0,0.0,5.91,2.28,0.0
20060403:2011,0.0,0.0,0.0,5.69,2.55,0.0
20060403:2111,0.0,0.0,0.0,5.41,3.38,0.0
20060403:2211,0.0,0.0,0.0,5.05,3.93,0.0
20060403:2311,0.0,0.0,0.0,4.62,3.86,0.0
20060404:0011,0.0,0.0,0.0,4.27,3.79,0.0
20060404:0111,0.0,0.0,0.0,3.89,3.66,0.0
20060404:0211,0.0,0.0,0.0,3.38,3.38,0.0
20060404:0311,0.0,0.0,0.0,2.68,3.1,0.0
20060404:0411,0.0,0.0,0.0,2.28,2.97,0.0
20060404:0511,17.6,9.46,6.39,2.01,2.9,0.0
20060404:0611,515.9,74.17,15.21,2.48,4.14,0.0
20060404:0711,2036.3,243.23,23.63,3.43,3.66,0.0
20060404:0811,4767.5,550.02,31.17,4.56,3.66,0.0
20060404:0911,5872.1,682.4,37.19,5.1,3.66,0.0
20060404:1011,1747.7,214.43,40.96,6.17,3.45,0.0
20060404:1111,3796.5,446.89,41.87,7.09,3.24,0.0
20060404:1211,2209.3,267.47,39.75,7.3,2.97,0.0
20060404:1311,1267.1,161.76,34.98,7.56,2.83,0.0
20060404:1411,647.0,90.81,28.26,7.1,2.9,0.0
20060404:1511,118.3,25.54,20.29,5.78,3.17,0.0
20060404:1611,526.1,77.38,11.66,5.01,2.97,0.0
20060404:1711,0.0,1.81,2.81,4.11,2.55,0.0
20060404:1811,0.0,0.0,0.0,3.16,2.69,0.0
20060404:1911,0.0,0.0,0.0,2.17,2.97,0.0
20060404:2011,0.0,0.0,0.0,1.6,3.03,0.0
20060404:2111,0.0,0.0,0.0,1.45,3.17,0.0
20060404:2211,0.0,0.0,0.0,1.3,3.17,0.0
20060404:2311,0.0,0.0,0.0,1.08,2.9,0.0
20060405:0011,0.0,0.0,0.0,0.62,2.62,0.0
20060405:0111,0.0,0.0,0.0,-0.13,2.83,0.0
20060405:0211,0.0,0.0,0.0,-0.15,3.17,0.0
20060405:0311,0.0,0.0,0.0,0.0,3.38,0.0
20060405:0411,0.0,0.0,0.0,0.1,3.45,0.0
20060405:0511,192.1,35.64,6.74,0.34,3.59,0.0
20060405:0611,1321.3,167.18,15.56,0.85,3.79,0.0
20060405:0711,1437.9,175.92,23.99,1.88,5.31,0.0
20060405:0811,3793.5,432.55,31.54,2.59,5.17,0.0
20060405:0911,3947.9,452.57,37.57,3.66,5.17,0.0
20060405:1011,4264.2,490.05,41.35,4.6,5.52,0.0
20060405:1111,2440.1,288.68,42.25,5.09,5.79,0.0
20060405:1211,7782.6,904.87,40.1,5.57,5.66,0.0
20060405:1311,2348.5,279.16,35.3,5.85,5.52,0.0
20060405:1411,1053.2,136.22,28.55,5.91,5.03,0.0
20060405:1511,780.7,105.47,20.57,5.75,4.76,0.0
20060405:1611,1266.9,182.99,11.92,4.35,3.24,0.0
20060405:1711,0.0,2.72,3.07,3.52,3.31,0.0
20060405:1811,0.0,0.0,0.0,2.12,2.9,0.0
20060405:1911,0.0,0.0,0.0,1.13,2.62,0.0
20060405:2011,0.0,0.0,0.0,0.71,2.69,0.0
20060405:2111,0.0,0.0,0.0,0.23,2.69,0.0
20060405:2211,0.0,0.0,0.0,-0.02,2.62,0.0
20060405:2311,0.0,0.0,0.0,-0.45,2.69,0.0
20060406:0011,0.0,0.0,0.0,-0.63,2.69,0.0
20060406:0111,0.0,0.0,0.0,-1.04,2.76,0.0
20060406:0211,0.0,0.0,0.0,-1.24,2.76,0.0
20060406:0311,0.0,0.0,0.0,-1.25,2.69,0.0
20060406:0411,0.0,0.0,0.0,-0.94,2.62,0.0
20060406:0511,44.9,14.19,7.09,-0.42,3.03,0.0
20060406:0611,813.6,107.63,15.91,0.35,3.72,0.0
20060406:0711,1042.4,132.5,24.35,0.99,3.59,0.0
20060406:0811,1389.6,171.42,31.91,2.35,3.79,0.0
20060406:0911,2069.3,247.22,37.95,3.67,3.86,0.0
20060406:1011,981.7,127.71,41.74,4.67,3.86,0.0
20060406:1111,1998.7,241.24,42.63,5.31,4.07,0.0
20060406:1211,1992.2,240.6,40.45,5.56,4.21,0.0
20060406:1311,2565.6,303.78,35.61,5.69,4.21,0.0
20060406:1411,4480.8,519.37,28.84,6.07,4.28,0.0
20060406:1511,2833.3,338.94,20.84,6.19,4.0,0.0
20060406:1611,1233.3,177.24,12.18,5.86,3.52,0.0
20060406:1711,45.1,14.48,3.33,5.09,2.97,0.0
20060406:1811,0.0,0.0,0.0,3.76,2.97,0.0
20060406:1911,0.0,0.0,0.0,2.61,2.9,0.0
20060406:2011,0.0,0.0,0.0,2.09,3.03,0.0
20060406:2111,0.0,0.0,0.0,1.87,3.17,0.0
20060406:2211,0.0,0.0,0.0,1.92,3.31,0.0
20060406:2311,0.0,0.0,0.0,1.86,3.45,0.0
20060407:0011,0.0,0.0,0.0,2.02,3.52,0.0
20060407:0111,0.0,0.0,0.0,2.19,3.59,0.0
20060407:0211,0.0,0.0,0.0,2.06,3.52,0.0
20060407:0311,0.0,0.0,0.0,1.8,3.45,0.0
20060407:0411,0.0,0.0,0.0,1.53,3.45,0.0
20060407:0511,87.6,20.81,7.44,1.57,3.52,0.0
20060407:0611,504.9,72.84,16.26,2.55,3.45,0.0
20060407:0711,2267.7,268.8,24.71,3.68,3.86,0.0
20060407:0811,2921.5,342.09,32.28,5.32,4.41,0.0
20060407:0911,4568.3,531.2,38.33,7.27,5.03,0.0
20060407:1011,834.0,112.57,42.12,8.48,6.9,0.0
20060407:1111,694.3,96.49,43.0,8.3,6.55,0.0
20060407:1211,827.8,111.63,40.8,7.76,5.66,0.0
20060407:1311,836.0,112.57,35.93,7.53,4.41,0.0
20060407:1411,1114.0,144.32,29.13,7.7,3.59,0.0
20060407:1511,2987.5,361.46,21.1,7.91,2.69,0.0
20060407:1611,1113.1,159.33,12.44,7.73,1.59,0.0
20060407:1711,55.5,16.29,3.59,7.17,1.45,0.0
20060407:1811,0.0,0.0,0.0,5.38,2.14,0.0
20060407:1911,0.0,0.0,0.0,3.59,2.21,0.0
20060407:2011,0.0,0.0,0.0,2.24,2.41,0.0
20060407:2111,0.0,0.0,0.0,1.65,2.55,0.0
20060407:2211,0.0,0.0,0.0,1.44,2.62,0.0
20060407:2311,0.0,0.0,0.0,1.47,2.62,0.0
20060408:0011,0.0,0.0,0.0,1.54,2.69,0.0
20060408:0111,0.0,0.0,0.0,1.72,2.83,0.0
20060408:0211,0.0,0.0,0.0,1.77,2.97,0.0
20060408:0311,0.0,0.0,0.0,1.91,3.03,0.0
20060408:0411,0.0,0.0,0.0,1.9,3.1,0.0
20060408:0511,134.5,27.43,7.79,2.14,3.17,0.0
20060408:0611,1638.1,206.23,16.61,3.58,3.31,0.0
20060408:0711,3699.1,433.53,25.06,6.3,3.93,0.0
20060408:0811,5419.9,632.64,32.64,7.95,4.55,0.0
20060408:0911,6444.8,760.94,38.71,9.31,4.76,0.0
20060408:1011,5819.3,689.98,42.5,10.68,4.97,0.0
20060408:1111,1329.0,171.22,43.37,11.88,5.31,0.0
20060408:1211,4197.5,499.44,41.14,12.47,5.93,0.0
20060408:1311,1211.4,157.98,36.24,12.41,6.14,0.0
20060408:1411,3175.9,380.4,29.41,12.37,5.93,0.0
20060408:1511,1566.2,199.02,21.37,12.03,4.9,0.0
20060408:1611,772.7,111.47,12.7,11.5,4.28,0.0
20060408:1711,49.0,15.39,3.85,10.22,3.66,0.0
20060408:1811,0.0,0.0,0.0,8.45,3.17,0.0
20060408:1911,0.0,0.0,0.0,7.79,3.1,0.0
20060408:2011,0.0,0.0,0.0,7.1,3.24,0.0
20060408:2111,0.0,0.0,0.0,6.57,3.17,0.0
20060408:2211,0.0,0.0,0.0,5.87,2.76,0.0
20060408:2311,0.0,0.0,0.0,4.85,2.14,0.0
20060409:0011,0.0,0.0,0.0,3.37,1.79,0.0
20060409:0111,0.0,0.0,0.0,2.24,1.59,0.0
20060409:0211,0.0,0.0,0.0,2.48,0.97,0.0
20060409:0311,0.0,0.0,0.0,2.92,0.76,0.0
20060409:0411,0.0,0.0,0.0,0.76,1.59,0.0
20060409:0511,68.4,17.97,8.13,1.57,1.86,0.0
20060409:0611,99.6,22.7,16.95,3.64,2.21,0.0
20060409:0711,594.9,84.19,25.42,5.47,2.97,0.0
20060409:0811,2885.4,340.82,33.01,6.83,4.07,0.0
20060409:0911,5266.2,615.66,39.09,8.05,4.69,0.0
20060409:1011,6657.1,784.48,42.88,9.06,5.38,0.0
20060409:1111,5448.7,639.74,43.74,9.86,6.0,0.0
20060409:1211,5014.2,585.92,41.49,9.55,6.55,0.0
20060409:1311,442.5,67.16,36.55,9.03,6.41,0.0
20060409:1411,4986.6,581.57,29.7,9.13,5.93,0.0
20060409:1511,3456.4,414.72,21.64,8.85,5.31,0.0
20060409:1611,1288.8,185.46,12.96,8.37,4.34,0.0
20060409:1711,78.8,19.91,4.11,7.23,3.17,0.0
20060409:1811,0.0,0.0,0.0,5.64,3.17,0.0
20060409:1911,0.0,0.0,0.0,5.16,3.52,0.0
20060409:2011,0.0,0.0,0.0,4.34,3.52,0.0
20060409:2111,0.0,0.0,0.0,3.73,3.59,0.0
20060409:2211,0.0,0.0,0.0,3.17,3.52,0.0
20060409:2311,0.0,0.0,0.0,2.66,3.52,0.0
20060410:0011,0.0,0.0,0.0,2.16,3.45,0.0
20060410:0111,0.0,0.0,0.0,1.74,3.45,0.0
20060410:0211,0.0,0.0,0.0,1.38,3.24,0.0
20060410:0311,0.0,0.0,0.0,1.07,2.97,0.0
20060410:0411,0.0,0.0,0.0,0.96,2.62,0.0
20060410:0511,94.3,21.76,8.47,1.14,2.34,0.0
20060410:0611,416.3,62.43,17.3,2.11,2.41,0.0
20060410:0711,1697.7,206.15,25.76,3.47,3.45,0.0
20060410:0811,2394.5,284.09,33.37,4.74,3.52,0.0
20060410:0911,3199.6,375.67,39.46,5.45,3.24,0.0
20060410:1011,4573.1,535.15,43.26,6.18,3.24,0.0
20060410:1111,3942.8,463.99,44.11,6.83,3.1,0.0
20060410:1211,3287.7,389.87,41.83,7.44,2.97,0.0
20060410:1311,2716.1,325.15,36.86,7.75,2.76,0.0
20060410:1411,2294.4,277.32,29.98,7.86,2.69,0.0
20060410:1511,1422.4,179.91,21.9,7.89,2.62,0.0
20060410:1611,667.3,95.31,13.21,7.53,2.14,0.0
20060410:1711,48.6,15.14,4.36,6.61,1.66,0.0
20060410:1811,0.0,0.0,0.0,5.3,1.86,0.0
20060410:1911,0.0,0.0,0.0,4.17,1.59,0.0
20060410:2011,0.0,0.0,0.0,3.13,1.45,0.0
20060410:2111,0.0,0.0,0.0,2.03,1.1,0.0
20060410:2211,0.0,0.0,0.0,2.68,0.62,0.0
20060410:2311,0.0,0.0,0.0,2.34,0.0,0.0
20060411:0011,0.0,0.0,0.0,1.86,0.55,0.0
20060411:0111,0.0,0.0,0.0,0.4,1.17,0.0
20060411:0211,0.0,0.0,0.0,-1.36,1.59,0.0
20060411:0311,0.0,0.0,0.0,-2.1,1.86,0.0
20060411:0411,0.0,0.0,0.0,-2.41,2.0,0.0
20060411:0511,214.1,37.64,8.81,-1.96,1.93,0.0
20060411:0611,2472.9,307.63,17.64,1.51,1.72,0.0
20060411:0711,4437.8,519.52,26.11,3.81,1.93,0.0
20060411:0811,6248.2,732.33,33.73,4.97,2.69,0.0
20060411:0911,7672.6,913.33,39.83,5.94,3.1,0.0
20060411:1011,6981.4,832.95,43.64,6.66,2.9,0.0
20060411:1111,6986.5,835.4,44.47,7.3,3.03,0.0
20060411:1211,5490.9,649.01,42.17,7.67,3.1,0.0
20060411:1311,4514.1,531.49,37.17,7.91,3.17,0.0
20060411:1411,3459.5,408.92,30.26,7.82,3.03,0.0
20060411:1511,3290.9,396.16,22.17,7.57,2.9,0.0
20060411:1611,773.2,108.52,13.47,7.01,2.62,0.0
20060411:1711,83.5,20.55,4.62,5.7,2.0,0.0
20060411:1811,0.0,0.0,0.0,3.89,2.07,0.0
20060411:1911,0.0,0.0,0.0,2.6,1.59,0.0
20060411:2011,0.0,0.0,0.0,1.18,1.17,0.0
20060411:2111,0.0,0.0,0.0,1.69,0.48,0.0
20060411:2211,0.0,0.0,0.0,1.53,0.34,0.0
20060411:2311,0.0,0.0,0.0,-0.24,1.24,0.0
20060412:0011,0.0,0.0,0.0,-1.12,1.66,0.0
20060412:0111,0.0,0.0,0.0,-1.39,1.86,0.0
20060412:0211,0.0,0.0,0.0,-1.21,1.93,0.0
20060412:0311,0.0,0.0,0.0,-0.89,2.07,0.0
20060412:0411,0.0,0.0,0.0,-0.49,2.14,0.0
20060412:0511,44.8,14.19,9.14,0.23,2.21,0.0
20060412:0611,1300.9,163.94,17.97,1.61,2.07,0.0
20060412:0711,2474.2,292.49,26.46,3.17,2.21,0.0
20060412:0811,4238.9,492.96,34.08,4.59,2.62,0.0
20060412:0911,3752.9,439.23,40.2,5.75,3.1,0.0
20060412:1011,3289.2,388.23,44.01,6.73,3.45,0.0
20060412:1111,3880.1,457.38,44.83,7.4,3.38,0.0
20060412:1211,3811.7,450.19,42.5,7.69,3.17,0.0
20060412:1311,2478.0,298.27,37.48,8.04,3.17,0.0
20060412:1411,2027.6,247.54,30.54,8.16,2.97,0.0
20060412:1511,1251.6,160.47,22.43,8.01,2.76,0.0
20060412:1611,312.2,51.08,13.72,7.63,2.0,0.0
20060412:1711,48.6,15.14,4.87,6.8,1.66,0.0
20060412:1811,0.0,0.0,0.0,5.82,1.59,0.0
20060412:1911,0.0,0.0,0.0,4.25,1.38,0.0
20060412:2011,0.0,0.0,0.0,3.11,1.59,0.0
20060412:2111,0.0,0.0,0.0,2.76,1.66,0.0
20060412:2211,0.0,0.0,0.0,2.22,1.66,0.0
20060412:2311,0.0,0.0,0.0,1.86,1.79,0.0
20060413:0011,0.0,0.0,0.0,1.09,2.07,0.0
20060413:0111,0.0,0.0,0.0,0.57,2.14,0.0
20060413:0211,0.0,0.0,0.0,0.68,2.07,0.0
20060413:0311,0.0,0.0,0.0,1.06,2.07,0.0
20060413:0411,0.0,0.0,0.0,1.11,2.28,0.0
20060413:0511,438.8,69.1,9.47,1.49,2.41,0.0
20060413:0611,1305.6,165.18,18.31,3.19,2.62,0.0
20060413:0711,870.0,115.41,26.8,5.04,3.31,0.0
20060413:0811,2427.3,289.81,34.44,6.89,4.41,0.0
20060413:0911,7014.5,827.06,40.56,7.99,4.62,0.0
20060413:1011,4580.4,537.75,44.38,9.02,5.24,0.0
20060413:1111,5150.6,604.8,45.19,9.49,5.66,0.0
20060413:1211,3927.8,463.26,42.84,10.16,6.14,0.0
20060413:1311,1306.2,167.44,37.78,10.35,5.79,0.0
20060413:1411,235.2,41.62,30.82,9.6,5.59,0.0
20060413:1511,482.4,71.89,22.69,8.76,5.1,0.0
20060413:1611,130.4,27.43,13.97,7.97,4.62,0.0
