time,P,G(i),H_sun,T2m,WS10m,Int
20090103:1911,0.0,0.0,0.0,-0.35,6.9,0.0
20090103:2011,0.0,0.0,0.0,-0.31,6.14,0.0
20090103:2111,0.0,0.0,0.0,-0.33,5.1,0.0
20090103:2211,0.0,0.0,0.0,-0.23,4.14,0.0
20090103:2311,0.0,0.0,0.0,-0.06,3.52,0.0
20090104:0011,0.0,0.0,0.0,-0.32,3.31,0.0
20090104:0111,0.0,0.0,0.0,-1.15,3.17,0.0
20090104:0211,0.0,0.0,0.0,-1.63,2.97,0.0
20090104:0311,0.0,0.0,0.0,-2.17,2.69,0.0
20090104:0411,0.0,0.0,0.0,-2.88,2.34,0.0
20090104:0511,0.0,0.0,0.0,-3.59,2.07,0.0
20090104:0611,0.0,0.0,0.0,-4.43,1.66,0.0
20090104:0711,0.0,0.0,0.0,-4.74,1.24,0.0
20090104:0811,411.9,60.81,5.27,-3.68,0.62,0.0
20090104:0911,0.0,0.0,0.0,-3.26,0.83,0.0
20090104:1011,104.5,22.7,12.77,-5.04,1.86,0.0
20090104:1111,0.0,0.0,0.0,-3.74,2.07,0.0
20090104:1211,1405.1,168.07,11.98,-3.03,2.07,0.0
20090104:1311,0.0,0.0,0.0,-2.89,2.21,0.0
20090104:1411,8.9,7.57,3.16,-3.34,2.21,0.0
20090104:1511,0.0,0.0,0.0,-4.25,2.41,0.0
20090104:1611,0.0,0.0,0.0,-4.82,2.69,0.0
20090104:1711,0.0,0.0,0.0,-5.28,2.9,0.0
20090104:1811,0.0,0.0,0.0,-5.56,3.03,0.0
20090104:1911,0.0,0.0,0.0,-5.47,2.9,0.0
20090104:2011,0.0,0.0,0.0,-5.91,2.9,0.0
20090104:2111,0.0,0.0,0.0,-6.48,2.9,0.0
20090104:2211,0.0,0.0,0.0,-7.21,2.9,0.0
20090104:2311,0.0,0.0,0.0,-7.93,2.9,0.0
20090105:0011,0.0,0.0,0.0,-8.7,2.9,0.0
20090105:0111,0.0,0.0,0.0,-9.43,2.83,0.0
20090105:0211,0.0,0.0,0.0,-10.14,2.83,0.0
20090105:0311,0.0,0.0,0.0,-10.74,2.76,0.0
20090105:0411,0.0,0.0,0.0,-11.48,2.69,0.0
20090105:0511,0.0,0.0,0.0,-12.2,2.55,0.0
20090105:0611,0.0,0.0,0.0,-12.81,2.41,0.0
20090105:0711,0.0,0.0,0.0,-13.41,2.69,0.0
20090105:0811,1061.0,127.49,5.33,-13.83,2.48,0.0
20090105:0911,0.0,0.0,0.0,-12.8,2.07,0.0
20090105:1011,2875.2,313.61,12.87,-11.15,1.79,0.0
20090105:1111,0.0,0.0,0.0,-8.92,1.45,0.0
20090105:1211,2174.4,246.2,12.11,-7.11,1.1,0.0
20090105:1311,0.0,0.0,0.0,-5.53,0.9,0.0
20090105:1411,230.9,39.52,3.3,-5.34,0.62,0.0
20090105:1511,0.0,0.0,0.0,-5.98,0.48,0.0
20090105:1611,0.0,0.0,0.0,-6.79,0.21,0.0
20090105:1711,0.0,0.0,0.0,-7.64,0.41,0.0
20090105:1811,0.0,0.0,0.0,-8.21,0.83,0.0
20090105:1911,0.0,0.0,0.0,-8.36,0.69,0.0
20090105:2011,0.0,0.0,0.0,-8.97,0.9,0.0
20090105:2111,0.0,0.0,0.0,-9.22,1.1,0.0
20090105:2211,0.0,0.0,0.0,-10.17,1.38,0.0
20090105:2311,0.0,0.0,0.0,-11.44,1.59,0.0
20090106:0011,0.0,0.0,0.0,-12.58,1.86,0.0
20090106:0111,0.0,0.0,0.0,-13.1,2.14,0.0
20090106:0211,0.0,0.0,0.0,-13.62,2.41,0.0
20090106:0311,0.0,0.0,0.0,-13.77,2.55,0.0
20090106:0411,0.0,0.0,0.0,-13.35,2.55,0.0
20090106:0511,0.0,0.0,0.0,-13.02,2.69,0.0
20090106:0611,0.0,0.0,0.0,-12.38,2.83,0.0
20090106:0711,0.0,0.0,0.0,-11.26,2.76,0.0
20090106:0811,430.5,61.18,5.39,-10.7,2.83,0.0
20090106:0911,0.0,0.0,0.0,-9.68,2.83,0.0
20090106:1011,1539.2,177.98,12.97,-8.39,3.1,0.0
20090106:1111,0.0,0.0,0.0,-7.23,3.38,0.0
20090106:1211,2584.9,287.45,12.24,-6.51,3.59,0.0
20090106:1311,0.0,0.0,0.0,-6.23,3.86,0.0
20090106:1411,444.5,64.65,3.44,-6.38,4.28,0.0
20090106:1511,0.0,0.0,0.0,-6.93,4.21,0.0
20090106:1611,0.0,0.0,0.0,-7.12,4.34,0.0
20090106:1711,0.0,0.0,0.0,-7.16,4.28,0.0
20090106:1811,0.0,0.0,0.0,-7.19,4.41,0.0
20090106:1911,0.0,0.0,0.0,-7.39,4.48,0.0
20090106:2011,0.0,0.0,0.0,-7.56,4.62,0.0
20090106:2111,0.0,0.0,0.0,-8.08,4.69,0.0
20090106:2211,0.0,0.0,0.0,-8.32,4.76,0.0
20090106:2311,0.0,0.0,0.0,-8.6,4.76,0.0
20090107:0011,0.0,0.0,0.0,-8.92,4.83,0.0
20090107:0111,0.0,0.0,0.0,-8.92,5.1,0.0
20090107:0211,0.0,0.0,0.0,-9.24,5.31,0.0
20090107:0311,0.0,0.0,0.0,-9.29,5.59,0.0
20090107:0411,0.0,0.0,0.0,-9.17,6.0,0.0
20090107:0511,0.0,0.0,0.0,-9.01,6.14,0.0
20090107:0611,0.0,0.0,0.0,-8.89,6.48,0.0
20090107:0711,0.0,0.0,0.0,-9.28,5.38,0.0
20090107:0811,1885.4,215.97,5.47,-8.96,5.17,0.0
20090107:0911,0.0,0.0,0.0,-8.07,5.17,0.0
20090107:1011,303.6,47.3,13.08,-6.79,5.1,0.0
20090107:1111,0.0,0.0,0.0,-5.32,4.9,0.0
20090107:1211,228.3,38.79,12.38,-3.65,4.55,0.0
20090107:1311,0.0,0.0,0.0,-2.2,4.62,0.0
20090107:1411,0.7,5.68,3.6,-1.43,4.41,0.0
20090107:1511,0.0,0.0,0.0,-1.73,4.21,0.0
20090107:1611,0.0,0.0,0.0,-2.61,3.31,0.0
20090107:1711,0.0,0.0,0.0,-3.64,3.03,0.0
20090107:1811,0.0,0.0,0.0,-4.51,2.97,0.0
20090107:1911,0.0,0.0,0.0,-5.08,3.03,0.0
20090107:2011,0.0,0.0,0.0,-5.27,2.97,0.0
20090107:2111,0.0,0.0,0.0,-5.68,2.97,0.0
20090107:2211,0.0,0.0,0.0,-6.15,3.03,0.0
20090107:2311,0.0,0.0,0.0,-7.01,3.03,0.0
20090108:0011,0.0,0.0,0.0,-7.73,3.03,0.0
20090108:0111,0.0,0.0,0.0,-8.32,2.97,0.0
20090108:0211,0.0,0.0,0.0,-8.85,2.83,0.0
20090108:0311,0.0,0.0,0.0,-9.33,2.76,0.0
20090108:0411,0.0,0.0,0.0,-9.71,2.69,0.0
20090108:0511,0.0,0.0,0.0,-10.0,2.69,0.0
20090108:0611,0.0,0.0,0.0,-10.13,2.62,0.0
20090108:0711,0.0,0.0,0.0,-10.56,2.76,0.0
20090108:0811,1036.7,126.41,5.55,-10.73,2.83,0.0
20090108:0911,0.0,0.0,0.0,-9.68,2.83,0.0
20090108:1011,2887.9,318.03,13.2,-7.71,2.97,0.0
20090108:1111,0.0,0.0,0.0,-5.8,3.17,0.0
20090108:1211,356.6,53.92,12.53,-4.68,3.31,0.0
20090108:1311,0.0,0.0,0.0,-4.29,3.93,0.0
20090108:1411,0.0,2.84,3.76,-4.46,4.14,0.0
20090108:1511,0.0,0.0,0.0,-5.06,4.41,0.0
20090108:1611,0.0,0.0,0.0,-5.43,4.76,0.0
20090108:1711,0.0,0.0,0.0,-5.83,5.03,0.0
20090108:1811,0.0,0.0,0.0,-6.06,5.17,0.0
20090108:1911,0.0,0.0,0.0,-5.31,5.72,0.0
20090108:2011,0.0,0.0,0.0,-5.24,5.72,0.0
20090108:2111,0.0,0.0,0.0,-5.2,5.72,0.0
20090108:2211,0.0,0.0,0.0,-5.25,5.59,0.0
20090108:2311,0.0,0.0,0.0,-5.47,5.52,0.0
20090109:0011,0.0,0.0,0.0,-5.52,5.59,0.0
20090109:0111,0.0,0.0,0.0,-5.21,5.52,0.0
20090109:0211,0.0,0.0,0.0,-4.77,5.45,0.0
20090109:0311,0.0,0.0,0.0,-4.55,5.38,0.0
20090109:0411,0.0,0.0,0.0,-4.16,5.31,0.0
20090109:0511,0.0,0.0,0.0,-3.69,5.24,0.0
20090109:0611,0.0,0.0,0.0,-3.19,5.24,0.0
20090109:0711,0.0,0.0,0.0,-1.88,5.45,0.0
20090109:0811,1701.0,202.86,5.64,-1.39,5.24,0.0
20090109:0911,0.0,0.0,0.0,-0.88,5.17,0.0
20090109:1011,667.1,89.93,13.32,-0.46,5.31,0.0
20090109:1111,0.0,0.0,0.0,-0.17,5.03,0.0
20090109:1211,231.7,39.73,12.68,0.03,4.97,0.0
20090109:1311,0.0,0.0,0.0,0.4,5.17,0.0
20090109:1411,28.0,11.35,3.92,0.61,4.9,0.0
20090109:1511,0.0,0.0,0.0,0.82,4.76,0.0
20090109:1611,0.0,0.0,0.0,1.02,4.76,0.0
20090109:1711,0.0,0.0,0.0,1.12,4.55,0.0
20090109:1811,0.0,0.0,0.0,1.17,4.34,0.0
20090109:1911,0.0,0.0,0.0,1.27,4.0,0.0
20090109:2011,0.0,0.0,0.0,1.27,3.59,0.0
20090109:2111,0.0,0.0,0.0,1.25,3.24,0.0
20090109:2211,0.0,0.0,0.0,1.17,2.97,0.0
20090109:2311,0.0,0.0,0.0,1.04,2.83,0.0
20090110:0011,0.0,0.0,0.0,0.97,2.83,0.0
20090110:0111,0.0,0.0,0.0,0.91,2.76,0.0
20090110:0211,0.0,0.0,0.0,0.84,2.76,0.0
20090110:0311,0.0,0.0,0.0,0.79,2.69,0.0
20090110:0411,0.0,0.0,0.0,0.76,2.48,0.0
20090110:0511,0.0,0.0,0.0,0.7,2.34,0.0
20090110:0611,0.0,0.0,0.0,0.65,2.21,0.0
20090110:0711,0.0,0.0,0.0,0.5,2.07,0.0
20090110:0811,260.7,43.5,5.73,0.53,1.93,0.0
20090110:0911,0.0,0.0,0.0,0.66,1.93,0.0
20090110:1011,386.4,58.65,13.45,0.89,1.93,0.0
20090110:1111,0.0,0.0,0.0,0.98,2.0,0.0
20090110:1211,283.8,46.35,12.84,0.97,2.07,0.0
20090110:1311,0.0,0.0,0.0,1.15,1.93,0.0
20090110:1411,22.7,10.41,4.09,0.91,2.0,0.0
20090110:1511,0.0,0.0,0.0,0.61,2.0,0.0
20090110:1611,0.0,0.0,0.0,0.35,2.0,0.0
20090110:1711,0.0,0.0,0.0,0.23,2.0,0.0
20090110:1811,0.0,0.0,0.0,0.09,1.93,0.0
20090110:1911,0.0,0.0,0.0,0.09,1.86,0.0
20090110:2011,0.0,0.0,0.0,0.06,2.0,0.0
20090110:2111,0.0,0.0,0.0,-0.01,2.21,0.0
20090110:2211,0.0,0.0,0.0,-0.13,2.34,0.0
20090110:2311,0.0,0.0,0.0,-0.17,2.48,0.0
20090111:0011,0.0,0.0,0.0,-0.45,2.9,0.0
20090111:0111,0.0,0.0,0.0,-0.82,3.45,0.0
20090111:0211,0.0,0.0,0.0,-1.12,3.66,0.0
20090111:0311,0.0,0.0,0.0,-1.75,3.66,0.0
20090111:0411,0.0,0.0,0.0,-2.49,3.79,0.0
20090111:0511,0.0,0.0,0.0,-3.14,4.07,0.0
20090111:0611,0.0,0.0,0.0,-3.81,4.0,0.0
20090111:0711,0.0,0.0,0.0,-3.69,3.86,0.0
20090111:0811,1378.2,166.25,5.83,-4.15,3.93,0.0
20090111:0911,0.0,0.0,0.0,-3.81,3.59,0.0
20090111:1011,1862.6,215.35,13.59,-3.22,3.93,0.0
20090111:1111,0.0,0.0,0.0,-2.42,3.93,0.0
20090111:1211,3333.4,373.44,13.0,-1.66,3.86,0.0
20090111:1311,0.0,0.0,0.0,-1.58,4.0,0.0
20090111:1411,428.5,63.55,4.27,-1.87,4.0,0.0
20090111:1511,0.0,0.0,0.0,-2.63,4.07,0.0
20090111:1611,0.0,0.0,0.0,-3.16,4.0,0.0
20090111:1711,0.0,0.0,0.0,-3.57,4.0,0.0
20090111:1811,0.0,0.0,0.0,-3.79,4.07,0.0
20090111:1911,0.0,0.0,0.0,-3.74,4.48,0.0
20090111:2011,0.0,0.0,0.0,-3.73,4.55,0.0
20090111:2111,0.0,0.0,0.0,-3.69,4.55,0.0
20090111:2211,0.0,0.0,0.0,-3.63,4.55,0.0
20090111:2311,0.0,0.0,0.0,-3.62,4.48,0.0
20090112:0011,0.0,0.0,0.0,-3.67,4.48,0.0
20090112:0111,0.0,0.0,0.0,-3.9,4.41,0.0
20090112:0211,0.0,0.0,0.0,-4.12,4.48,0.0
20090112:0311,0.0,0.0,0.0,-4.34,4.55,0.0
20090112:0411,0.0,0.0,0.0,-4.55,4.48,0.0
20090112:0511,0.0,0.0,0.0,-4.74,4.48,0.0
20090112:0611,0.0,0.0,0.0,-4.89,4.55,0.0
20090112:0711,0.0,0.0,0.0,-5.15,4.83,0.0
20090112:0811,1464.9,174.65,5.94,-5.01,4.9,0.0
20090112:0911,4076.6,448.74,10.78,-4.23,4.97,0.0
20090112:1011,4588.7,505.43,13.74,-3.21,4.62,0.0
20090112:1111,3513.5,390.42,14.56,-2.23,4.76,0.0
20090112:1211,3919.4,436.11,13.18,-1.56,4.55,0.0
20090112:1311,3393.0,381.04,9.71,-1.27,5.03,0.0
20090112:1411,480.1,69.56,4.45,-1.57,4.76,0.0
20090112:1511,0.0,0.0,0.0,-2.37,4.76,0.0
20090112:1611,0.0,0.0,0.0,-2.89,4.83,0.0
20090112:1711,0.0,0.0,0.0,-3.22,4.9,0.0
20090112:1811,0.0,0.0,0.0,-3.45,5.03,0.0
20090112:1911,0.0,0.0,0.0,-3.85,5.17,0.0
20090112:2011,0.0,0.0,0.0,-3.95,5.17,0.0
20090112:2111,0.0,0.0,0.0,-4.01,5.17,0.0
20090112:2211,0.0,0.0,0.0,-4.06,5.17,0.0
20090112:2311,0.0,0.0,0.0,-4.09,5.17,0.0
20090113:0011,0.0,0.0,0.0,-4.12,5.1,0.0
20090113:0111,0.0,0.0,0.0,-4.05,5.03,0.0
20090113:0211,0.0,0.0,0.0,-3.95,5.03,0.0
20090113:0311,0.0,0.0,0.0,-3.9,5.03,0.0
20090113:0411,0.0,0.0,0.0,-3.59,4.97,0.0
20090113:0511,0.0,0.0,0.0,-3.43,4.97,0.0
20090113:0611,0.0,0.0,0.0,-3.36,4.83,0.0
20090113:0711,0.0,0.0,0.0,-2.61,5.17,0.0
20090113:0811,2692.8,309.7,6.06,-1.98,5.03,0.0
20090113:0911,1826.7,213.49,10.91,-1.0,4.97,0.0
20090113:1011,165.1,31.22,13.89,-0.34,4.83,0.0
20090113:1111,129.1,26.49,14.73,0.06,4.76,0.0
20090113:1211,223.5,38.79,13.36,0.51,4.69,0.0
20090113:1311,121.7,25.54,9.9,0.7,4.34,0.0
20090113:1411,56.4,16.08,4.64,0.85,4.0,0.0
20090113:1511,0.0,0.0,0.0,0.86,3.59,0.0
20090113:1611,0.0,0.0,0.0,0.76,3.31,0.0
20090113:1711,0.0,0.0,0.0,0.64,3.31,0.0
20090113:1811,0.0,0.0,0.0,0.62,3.31,0.0
20090113:1911,0.0,0.0,0.0,0.18,3.24,0.0
20090113:2011,0.0,0.0,0.0,0.18,3.03,0.0
20090113:2111,0.0,0.0,0.0,0.14,3.1,0.0
20090113:2211,0.0,0.0,0.0,0.01,3.24,0.0
20090113:2311,0.0,0.0,0.0,-0.14,3.38,0.0
20090114:0011,0.0,0.0,0.0,-0.34,3.24,0.0
20090114:0111,0.0,0.0,0.0,-0.58,2.9,0.0
20090114:0211,0.0,0.0,0.0,-0.78,2.76,0.0
20090114:0311,0.0,0.0,0.0,-1.07,2.9,0.0
20090114:0411,0.0,0.0,0.0,-1.55,3.03,0.0
20090114:0511,0.0,0.0,0.0,-2.48,2.9,0.0
20090114:0611,0.0,0.0,0.0,-2.98,2.76,0.0
20090114:0711,0.0,0.0,0.0,-3.12,2.48,0.0
20090114:0811,1050.2,131.62,6.19,-3.32,2.34,0.0
20090114:0911,1790.1,209.03,11.06,-3.09,2.14,0.0
20090114:1011,965.2,121.89,14.05,-2.38,2.07,0.0
20090114:1111,1658.0,196.21,14.9,-1.6,2.0,0.0
20090114:1211,2175.9,252.06,13.54,-1.03,1.86,0.0
20090114:1311,4112.1,469.26,10.09,-0.76,1.59,0.0
20090114:1411,533.5,75.86,4.83,-1.3,1.45,0.0
20090114:1511,0.0,0.0,0.0,-2.1,1.66,0.0
20090114:1611,0.0,0.0,0.0,-2.52,1.52,0.0
20090114:1711,0.0,0.0,0.0,-2.99,1.52,0.0
20090114:1811,0.0,0.0,0.0,-3.25,1.59,0.0
20090114:1911,0.0,0.0,0.0,-3.45,1.66,0.0
20090114:2011,0.0,0.0,0.0,-3.2,1.52,0.0
20090114:2111,0.0,0.0,0.0,-2.84,1.52,0.0
20090114:2211,0.0,0.0,0.0,-2.57,1.45,0.0
20090114:2311,0.0,0.0,0.0,-2.3,1.45,0.0
20090115:0011,0.0,0.0,0.0,-1.98,1.45,0.0
20090115:0111,0.0,0.0,0.0,-1.79,1.59,0.0
20090115:0211,0.0,0.0,0.0,-1.47,1.79,0.0
20090115:0311,0.0,0.0,0.0,-1.11,1.93,0.0
20090115:0411,0.0,0.0,0.0,-0.73,2.0,0.0
20090115:0511,0.0,0.0,0.0,-0.35,2.0,0.0
20090115:0611,0.0,0.0,0.0,-0.04,2.0,0.0
20090115:0711,0.0,0.0,0.0,-0.18,1.93,0.0
20090115:0811,693.0,93.72,6.32,0.01,1.86,0.0
20090115:0911,669.9,90.74,11.21,0.39,1.79,0.0
20090115:1011,1231.0,152.41,14.22,1.15,2.07,0.0
20090115:1111,353.3,54.87,15.09,1.61,2.07,0.0
20090115:1211,329.0,52.03,13.73,1.96,1.86,0.0
20090115:1311,184.4,34.06,10.29,2.21,2.41,0.0
20090115:1411,44.3,14.19,5.03,1.91,2.48,0.0
20090115:1511,0.0,0.0,0.0,1.48,2.48,0.0
20090115:1611,0.0,0.0,0.0,1.06,2.48,0.0
20090115:1711,0.0,0.0,0.0,0.74,2.41,0.0
20090115:1811,0.0,0.0,0.0,0.43,2.34,0.0
20090115:1911,0.0,0.0,0.0,0.18,2.0,0.0
20090115:2011,0.0,0.0,0.0,-0.11,1.86,0.0
20090115:2111,0.0,0.0,0.0,-0.26,1.79,0.0
20090115:2211,0.0,0.0,0.0,-0.51,1.72,0.0
20090115:2311,0.0,0.0,0.0,-0.79,1.72,0.0
20090116:0011,0.0,0.0,0.0,-0.81,1.59,0.0
20090116:0111,0.0,0.0,0.0,-0.92,1.59,0.0
20090116:0211,0.0,0.0,0.0,-1.02,1.52,0.0
20090116:0311,0.0,0.0,0.0,-1.39,1.45,0.0
20090116:0411,0.0,0.0,0.0,-1.62,1.38,0.0
20090116:0511,0.0,0.0,0.0,-1.87,1.38,0.0
20090116:0611,0.0,0.0,0.0,-2.26,1.52,0.0
20090116:0711,0.0,0.0,0.0,-2.53,1.52,0.0
20090116:0811,1900.0,225.29,6.45,-2.45,1.17,0.0
20090116:0911,4183.5,477.83,11.36,-1.95,0.69,0.0
20090116:1011,3431.4,392.58,14.39,-0.75,0.69,0.0
20090116:1111,1049.5,132.46,15.28,-0.29,0.83,0.0
20090116:1211,419.9,62.43,13.93,0.05,1.03,0.0
20090116:1311,308.4,49.19,10.49,-0.04,1.03,0.0
20090116:1411,140.7,28.11,5.24,-0.35,0.76,0.0
20090116:1511,0.0,0.0,0.0,-1.41,0.83,0.0
20090116:1611,0.0,0.0,0.0,-2.4,0.83,0.0
20090116:1711,0.0,0.0,0.0,-2.51,0.69,0.0
20090116:1811,0.0,0.0,0.0,-2.72,0.55,0.0
20090116:1911,0.0,0.0,0.0,-3.7,0.41,0.0
20090116:2011,0.0,0.0,0.0,-4.0,0.62,0.0
20090116:2111,0.0,0.0,0.0,-4.85,0.97,0.0
20090116:2211,0.0,0.0,0.0,-5.44,1.17,0.0
20090116:2311,0.0,0.0,0.0,-5.55,1.31,0.0
20090117:0011,0.0,0.0,0.0,-5.15,1.45,0.0
20090117:0111,0.0,0.0,0.0,-4.72,1.59,0.0
20090117:0211,0.0,0.0,0.0,-4.39,1.72,0.0
20090117:0311,0.0,0.0,0.0,-4.33,1.93,0.0
20090117:0411,0.0,0.0,0.0,-4.33,2.14,0.0
20090117:0511,0.0,0.0,0.0,-4.31,2.28,0.0
20090117:0611,0.0,0.0,0.0,-4.36,2.41,0.0
20090117:0711,0.0,0.0,0.0,-4.77,2.62,0.0
20090117:0811,2295.9,264.8,6.6,-4.61,2.69,0.0
20090117:0911,3068.8,344.37,11.52,-3.71,2.62,0.0
20090117:1011,3747.8,417.25,14.57,-2.91,3.17,0.0
20090117:1111,5510.5,614.81,15.47,-2.12,3.45,0.0
20090117:1211,4975.1,554.79,14.14,-1.71,3.66,0.0
20090117:1311,3911.8,438.31,10.7,-1.9,3.66,0.0
20090117:1411,1225.5,152.05,5.44,-2.36,3.31,0.0
20090117:1511,0.0,0.0,0.0,-3.05,3.59,0.0
20090117:1611,0.0,0.0,0.0,-3.68,3.72,0.0
20090117:1711,0.0,0.0,0.0,-3.97,3.93,0.0
20090117:1811,0.0,0.0,0.0,-4.12,3.93,0.0
20090117:1911,0.0,0.0,0.0,-4.54,3.79,0.0
20090117:2011,0.0,0.0,0.0,-4.87,3.72,0.0
20090117:2111,0.0,0.0,0.0,-5.16,3.66,0.0
20090117:2211,0.0,0.0,0.0,-5.16,3.72,0.0
20090117:2311,0.0,0.0,0.0,-5.14,3.66,0.0
20090118:0011,0.0,0.0,0.0,-4.91,3.52,0.0
20090118:0111,0.0,0.0,0.0,-4.5,3.45,0.0
20090118:0211,0.0,0.0,0.0,-4.11,3.45,0.0
20090118:0311,0.0,0.0,0.0,-3.84,3.31,0.0
20090118:0411,0.0,0.0,0.0,-3.62,3.17,0.0
20090118:0511,0.0,0.0,0.0,-3.43,3.1,0.0
20090118:0611,0.0,0.0,0.0,-3.21,3.03,0.0
20090118:0711,0.0,0.0,0.0,-2.78,2.83,0.0
20090118:0811,450.7,65.34,6.75,-2.44,2.97,0.0
20090118:0911,1668.5,196.67,11.69,-1.88,3.1,0.0
20090118:1011,592.8,81.68,14.76,-1.12,3.38,0.0
20090118:1111,446.5,65.27,15.67,-0.51,3.52,0.0
20090118:1211,201.4,35.95,14.35,0.1,3.59,0.0
20090118:1311,1103.1,137.87,10.91,0.5,3.52,0.0
20090118:1411,62.5,17.03,5.66,0.81,3.86,0.0
20090118:1511,0.0,0.0,0.0,0.65,4.14,0.0
20090118:1611,0.0,0.0,0.0,0.38,4.48,0.0
20090118:1711,0.0,0.0,0.0,0.29,4.69,0.0
20090118:1811,0.0,0.0,0.0,-0.02,4.69,0.0
20090118:1911,0.0,0.0,0.0,0.11,4.9,0.0
20090118:2011,0.0,0.0,0.0,0.11,4.83,0.0
20090118:2111,0.0,0.0,0.0,0.08,4.41,0.0
20090118:2211,0.0,0.0,0.0,0.14,3.86,0.0
20090118:2311,0.0,0.0,0.0,0.18,3.45,0.0
20090119:0011,0.0,0.0,0.0,0.27,3.1,0.0
20090119:0111,0.0,0.0,0.0,0.28,2.97,0.0
20090119:0211,0.0,0.0,0.0,0.43,3.45,0.0
20090119:0311,0.0,0.0,0.0,0.77,4.34,0.0
