time,P,G(i),H_sun,T2m,WS10m,Int
20090519:1111,5724.2,736.34,55.81,18.68,1.17,0.0
20090519:1211,2164.3,279.55,52.77,18.98,0.83,0.0
20090519:1311,855.1,121.09,46.85,19.12,0.76,0.0
20090519:1411,699.7,102.17,39.19,19.26,0.9,0.0
20090519:1511,344.8,57.7,30.64,19.17,1.1,0.0
20090519:1611,524.4,80.41,21.8,19.04,1.17,0.0
20090519:1711,273.8,48.24,13.08,18.02,0.34,0.0
20090519:1811,103.6,24.44,4.84,17.04,1.17,0.0
20090519:1911,0.0,0.0,0.0,15.6,0.83,0.0
20090519:2011,0.0,0.0,0.0,15.01,0.69,0.0
20090519:2111,0.0,0.0,0.0,13.96,0.83,0.0
20090519:2211,0.0,0.0,0.0,11.88,1.31,0.0
20090519:2311,0.0,0.0,0.0,10.95,1.66,0.0
20090520:0011,0.0,0.0,0.0,10.87,1.93,0.0
20090520:0111,0.0,0.0,0.0,11.15,2.14,0.0
20090520:0211,0.0,0.0,0.0,10.92,2.28,0.0
20090520:0311,0.0,0.0,0.0,10.78,2.41,0.0
20090520:0411,82.9,20.82,10.21,11.18,2.41,0.0
20090520:0511,1211.7,167.49,18.79,12.8,2.28,0.0
20090520:0611,3163.0,398.16,27.63,15.02,2.83,0.0
20090520:0711,2216.8,278.83,36.34,15.72,2.69,0.0
20090520:0811,2058.8,261.91,44.42,16.91,2.69,0.0
20090520:0911,3685.5,459.25,51.1,17.36,2.34,0.0
20090520:1011,5241.2,658.31,55.32,17.85,2.28,0.0
20090520:1111,4110.6,514.08,56.02,18.41,2.62,0.0
20090520:1211,4726.2,590.73,52.97,18.58,2.83,0.0
20090520:1311,3691.0,461.56,47.04,19.26,3.03,0.0
20090520:1411,4275.6,533.65,39.37,19.29,2.83,0.0
20090520:1511,3787.1,475.1,30.81,18.21,2.9,0.0
20090520:1611,1915.7,263.09,21.97,17.12,2.76,0.0
20090520:1711,390.8,83.88,13.25,16.48,2.21,0.0
20090520:1811,116.7,26.25,5.02,15.64,1.72,0.0
20090520:1911,0.0,0.0,0.0,14.57,2.14,0.0
20090520:2011,0.0,0.0,0.0,13.51,2.21,0.0
20090520:2111,0.0,0.0,0.0,12.73,2.14,0.0
20090520:2211,0.0,0.0,0.0,12.17,1.86,0.0
20090520:2311,0.0,0.0,0.0,11.7,1.79,0.0
20090521:0011,0.0,0.0,0.0,11.34,1.93,0.0
20090521:0111,0.0,0.0,0.0,11.25,2.07,0.0
20090521:0211,0.0,0.0,0.0,11.06,2.14,0.0
20090521:0311,0.0,0.0,0.0,11.1,2.21,0.0
20090521:0411,253.3,44.35,10.36,11.56,2.07,0.0
20090521:0511,1176.7,161.36,18.94,12.6,2.07,0.0
20090521:0611,2732.7,342.84,27.78,14.42,2.62,0.0
20090521:0711,4659.5,574.43,36.5,16.12,2.55,0.0
20090521:0811,5392.3,673.4,44.58,17.54,2.34,0.0
20090521:0911,5822.0,736.86,51.28,18.74,2.28,0.0
20090521:1011,6616.7,849.19,55.52,19.74,2.41,0.0
20090521:1111,6931.9,893.93,56.22,20.39,2.62,0.0
20090521:1211,4495.7,568.14,53.17,21.06,2.9,0.0
20090521:1311,2930.8,372.52,47.23,21.32,3.1,0.0
20090521:1411,2264.9,291.37,39.54,21.39,3.24,0.0
20090521:1511,723.2,105.0,30.98,19.93,2.97,0.0
20090521:1611,225.0,41.62,22.14,17.7,2.07,0.0
20090521:1711,177.1,35.0,13.42,17.15,2.34,0.0
20090521:1811,98.0,23.53,5.2,16.45,2.83,0.0
20090521:1911,0.0,0.0,0.0,15.89,3.1,0.0
20090521:2011,0.0,0.0,0.0,15.08,3.1,0.0
20090521:2111,0.0,0.0,0.0,14.56,2.21,0.0
20090521:2211,0.0,0.0,0.0,14.29,1.93,0.0
20090521:2311,0.0,0.0,0.0,14.24,2.62,0.0
20090522:0011,0.0,0.0,0.0,14.29,2.9,0.0
20090522:0111,0.0,0.0,0.0,14.24,3.86,0.0
20090522:0211,0.0,0.0,0.0,13.82,4.21,0.0
20090522:0311,0.0,1.81,2.56,13.09,4.21,0.0
20090522:0411,23.1,10.86,10.51,12.63,3.03,0.0
20090522:0511,161.1,32.16,19.08,12.26,3.24,0.0
20090522:0611,2523.9,312.6,27.92,12.19,3.52,0.0
20090522:0711,4143.9,499.88,36.65,13.26,3.86,0.0
20090522:0811,5117.4,618.84,44.74,13.89,3.93,0.0
20090522:0911,5904.1,719.12,51.46,14.32,4.0,0.0
20090522:1011,4474.7,544.68,55.71,14.95,4.28,0.0
20090522:1111,4760.5,579.98,56.42,15.26,4.41,0.0
20090522:1211,5057.2,615.65,53.36,15.33,4.48,0.0
20090522:1311,4858.7,589.75,47.41,15.13,4.41,0.0
20090522:1411,4322.4,524.47,39.71,15.26,4.34,0.0
20090522:1511,3144.2,387.08,31.15,15.01,4.07,0.0
20090522:1611,2018.5,274.2,22.3,14.47,3.72,0.0
20090522:1711,449.5,89.41,13.59,14.07,2.97,0.0
20090522:1811,118.2,26.25,5.38,13.34,2.07,0.0
20090522:1911,0.0,0.0,0.0,12.07,1.93,0.0
20090522:2011,0.0,0.0,0.0,10.94,1.93,0.0
20090522:2111,0.0,0.0,0.0,10.43,2.14,0.0
20090522:2211,0.0,0.0,0.0,10.19,2.55,0.0
20090522:2311,0.0,0.0,0.0,9.87,2.9,0.0
20090523:0011,0.0,0.0,0.0,9.65,3.59,0.0
20090523:0111,0.0,0.0,0.0,8.7,4.83,0.0
20090523:0211,0.0,0.0,0.0,8.34,4.9,0.0
20090523:0311,19.2,9.96,2.72,8.04,5.1,0.0
20090523:0411,23.9,10.86,10.66,8.1,4.83,0.0
20090523:0511,634.6,89.87,19.22,8.69,3.79,0.0
20090523:0611,1041.3,137.17,28.06,9.68,4.07,0.0
20090523:0711,1385.0,177.07,36.79,10.87,4.34,0.0
20090523:0811,2241.8,275.97,44.9,12.1,4.69,0.0
20090523:0911,6444.2,774.81,51.63,12.83,5.17,0.0
20090523:1011,2170.8,269.36,55.9,13.55,5.45,0.0
20090523:1111,3437.5,416.5,56.62,13.9,5.72,0.0
20090523:1211,6049.3,727.72,53.55,14.09,6.0,0.0
20090523:1311,1244.4,162.71,47.58,13.83,6.34,0.0
20090523:1411,2025.7,251.83,39.88,13.65,7.1,0.0
20090523:1511,845.7,116.36,31.31,13.62,6.76,0.0
20090523:1611,1512.0,197.25,22.46,13.59,6.41,0.0
20090523:1711,624.4,93.44,13.76,13.34,5.1,0.0
20090523:1811,124.9,27.15,5.55,12.85,4.28,0.0
20090523:1911,0.0,0.0,0.0,11.7,3.31,0.0
20090523:2011,0.0,0.0,0.0,10.8,2.83,0.0
20090523:2111,0.0,0.0,0.0,10.06,2.55,0.0
20090523:2211,0.0,0.0,0.0,9.4,2.55,0.0
20090523:2311,0.0,0.0,0.0,8.9,2.55,0.0
20090524:0011,0.0,0.0,0.0,8.69,2.55,0.0
20090524:0111,0.0,0.0,0.0,8.72,2.28,0.0
20090524:0211,0.0,0.0,0.0,8.71,2.14,0.0
20090524:0311,33.6,12.67,2.87,8.74,2.07,0.0
20090524:0411,379.7,59.73,10.8,9.17,2.07,0.0
20090524:0511,648.2,92.38,19.36,10.3,1.93,0.0
20090524:0611,2287.1,284.93,28.2,11.84,2.28,0.0
20090524:0711,5100.6,623.04,36.93,13.88,2.48,0.0
20090524:0811,6510.6,807.28,45.04,15.36,2.69,0.0
20090524:0911,6375.1,793.63,51.79,16.66,3.24,0.0
20090524:1011,6657.5,831.2,56.08,17.56,3.86,0.0
20090524:1111,4322.4,534.73,56.81,18.02,4.07,0.0
20090524:1211,3119.1,389.18,53.73,18.13,3.72,0.0
20090524:1311,737.3,105.95,47.76,18.2,2.97,0.0
20090524:1411,590.2,87.98,40.04,17.79,2.34,0.0
20090524:1511,1257.6,167.6,31.47,17.05,2.07,0.0
20090524:1611,1999.1,275.82,22.62,17.05,1.52,0.0
20090524:1711,458.0,92.14,13.92,16.87,1.03,0.0
20090524:1811,141.3,29.87,5.71,16.09,0.9,0.0
20090524:1911,0.0,0.0,0.0,15.15,0.55,0.0
20090524:2011,0.0,0.0,0.0,14.32,0.48,0.0
20090524:2111,0.0,0.0,0.0,12.62,1.03,0.0
20090524:2211,0.0,0.0,0.0,10.09,1.72,0.0
20090524:2311,0.0,0.0,0.0,9.12,1.93,0.0
20090525:0011,0.0,0.0,0.0,8.69,1.79,0.0
20090525:0111,0.0,0.0,0.0,9.08,1.38,0.0
20090525:0211,0.0,0.0,0.0,10.6,0.9,0.0
20090525:0311,0.0,1.81,3.01,10.55,0.62,0.0
20090525:0411,459.3,69.69,10.93,9.96,0.97,0.0
20090525:0511,1378.3,196.95,19.49,11.33,0.69,0.0
20090525:0611,3197.1,404.43,28.32,13.82,1.03,0.0
20090525:0711,4904.5,609.15,37.06,15.22,1.45,0.0
20090525:0811,6192.7,778.48,45.18,16.41,1.86,0.0
20090525:0911,6375.1,800.64,51.95,17.48,2.83,0.0
20090525:1011,7265.1,925.2,56.25,18.06,2.9,0.0
20090525:1111,6991.1,889.21,56.99,18.18,2.83,0.0
20090525:1211,6274.5,792.03,53.91,18.77,2.97,0.0
20090525:1311,6897.7,870.78,47.92,18.96,3.17,0.0
20090525:1411,5451.7,679.83,40.2,18.91,3.03,0.0
20090525:1511,4005.1,503.13,31.62,18.41,2.76,0.0
20090525:1611,2026.8,280.24,22.78,17.77,2.34,0.0
20090525:1711,463.4,93.51,14.08,16.99,2.0,0.0
20090525:1811,141.5,29.87,5.88,15.94,1.66,0.0
20090525:1911,0.0,0.0,0.0,13.65,1.59,0.0
20090525:2011,0.0,0.0,0.0,12.28,1.52,0.0
20090525:2111,0.0,0.0,0.0,11.01,1.79,0.0
20090525:2211,0.0,0.0,0.0,10.31,2.0,0.0
20090525:2311,0.0,0.0,0.0,9.93,2.0,0.0
20090526:0011,0.0,0.0,0.0,9.73,2.07,0.0
20090526:0111,0.0,0.0,0.0,9.67,2.14,0.0
20090526:0211,0.0,0.0,0.0,9.73,2.34,0.0
20090526:0311,0.0,1.81,3.14,9.96,2.48,0.0
20090526:0411,457.8,69.69,11.06,11.01,2.62,0.0
20090526:0511,1349.3,188.49,19.61,13.11,2.55,0.0
20090526:0611,3184.2,401.07,28.45,15.62,2.97,0.0
20090526:0711,4840.3,598.67,37.18,17.4,2.97,0.0
20090526:0811,6179.5,772.98,45.32,19.61,3.72,0.0
20090526:0911,7409.3,941.14,52.1,21.4,4.48,0.0
20090526:1011,7851.4,1006.52,56.42,22.85,5.03,0.0
20090526:1111,7661.7,985.92,57.17,24.12,5.24,0.0
20090526:1211,6592.2,843.53,54.09,25.15,5.38,0.0
20090526:1311,6262.3,798.73,48.09,25.87,5.59,0.0
20090526:1411,5361.7,680.78,40.36,26.3,5.66,0.0
20090526:1511,2135.8,281.5,31.78,26.57,5.1,0.0
20090526:1611,209.7,40.68,22.93,25.1,3.59,0.0
20090526:1711,151.6,32.16,14.23,23.38,2.97,0.0
20090526:1811,130.7,28.96,6.03,22.16,3.1,0.0
20090526:1911,0.0,0.0,0.0,20.62,2.83,0.0
20090526:2011,0.0,0.0,0.0,19.84,2.9,0.0
20090526:2111,0.0,0.0,0.0,19.24,3.03,0.0
20090526:2211,0.0,0.0,0.0,18.89,2.9,0.0
20090526:2311,0.0,0.0,0.0,18.2,2.83,0.0
20090527:0011,0.0,0.0,0.0,17.36,3.59,0.0
20090527:0111,0.0,0.0,0.0,15.3,5.45,0.0
20090527:0211,0.0,0.0,0.0,12.4,5.66,0.0
20090527:0311,0.0,1.81,3.27,11.17,5.24,0.0
20090527:0411,83.0,20.82,11.18,10.93,4.83,0.0
20090527:0511,108.5,24.6,19.73,10.92,4.62,0.0
20090527:0611,643.9,91.76,28.56,11.06,4.76,0.0
20090527:0711,1248.3,161.76,37.3,11.41,4.83,0.0
20090527:0811,2759.2,334.07,45.45,11.94,5.79,0.0
20090527:0911,5266.0,627.64,52.24,12.31,5.72,0.0
20090527:1011,5084.5,608.5,56.58,13.19,6.07,0.0
20090527:1111,5283.3,633.96,57.34,13.94,6.34,0.0
20090527:1211,6895.5,831.63,54.25,14.37,6.41,0.0
20090527:1311,5662.1,681.47,48.25,14.83,5.93,0.0
20090527:1411,4753.2,572.45,40.51,15.1,5.59,0.0
20090527:1511,3750.5,458.39,31.92,15.25,5.17,0.0
20090527:1611,1868.9,246.12,23.08,14.85,5.24,0.0
20090527:1711,481.4,95.94,14.38,14.35,3.93,0.0
20090527:1811,162.8,32.58,6.19,13.76,2.97,0.0
20090527:1911,0.0,0.0,0.0,12.53,2.34,0.0
20090527:2011,0.0,0.0,0.0,11.58,2.14,0.0
20090527:2111,0.0,0.0,0.0,10.81,2.28,0.0
20090527:2211,0.0,0.0,0.0,10.33,2.41,0.0
20090527:2311,0.0,0.0,0.0,10.14,2.55,0.0
20090528:0011,0.0,0.0,0.0,10.23,2.83,0.0
20090528:0111,0.0,0.0,0.0,10.39,3.24,0.0
20090528:0211,0.0,0.0,0.0,10.6,3.72,0.0
20090528:0311,0.0,1.81,3.4,10.55,3.86,0.0
20090528:0411,33.2,12.67,11.3,10.81,4.07,0.0
20090528:0511,344.7,55.81,19.84,11.29,4.55,0.0
20090528:0611,820.6,112.57,28.67,11.41,4.62,0.0
20090528:0711,452.1,69.06,37.42,11.75,6.14,0.0
20090528:0811,627.9,89.87,45.57,11.25,6.34,0.0
20090528:0911,1047.4,138.11,52.38,10.59,5.93,0.0
20090528:1011,1599.5,200.55,56.74,10.28,6.07,0.0
20090528:1111,1057.2,139.06,57.5,10.22,5.59,0.0
20090528:1211,935.5,125.82,54.42,11.55,5.72,0.0
20090528:1311,4055.2,484.18,48.4,12.74,6.34,0.0
20090528:1411,4478.3,532.07,40.66,12.8,6.62,0.0
20090528:1511,2685.7,326.13,32.07,12.38,7.03,0.0
20090528:1611,1212.8,158.6,23.22,11.46,5.52,0.0
20090528:1711,666.2,96.91,14.53,11.47,5.52,0.0
20090528:1811,152.1,30.77,6.34,11.02,4.97,0.0
20090528:1911,0.0,0.0,0.0,9.73,4.21,0.0
20090528:2011,0.0,0.0,0.0,9.68,4.21,0.0
20090528:2111,0.0,0.0,0.0,9.36,4.41,0.0
20090528:2211,0.0,0.0,0.0,9.12,4.48,0.0
20090528:2311,0.0,0.0,0.0,8.63,4.41,0.0
20090529:0011,0.0,0.0,0.0,7.99,4.69,0.0
20090529:0111,0.0,0.0,0.0,7.91,4.34,0.0
20090529:0211,0.0,0.0,0.0,7.86,4.07,0.0
20090529:0311,0.0,2.72,3.52,7.81,4.28,0.0
20090529:0411,55.2,16.29,11.41,8.16,4.28,0.0
20090529:0511,584.6,84.19,19.94,9.3,4.41,0.0
20090529:0611,3095.4,376.48,28.77,10.47,5.45,0.0
20090529:0711,3161.5,378.65,37.52,11.07,5.38,0.0
20090529:0811,3341.6,400.38,45.69,11.76,5.79,0.0
20090529:0911,5247.2,622.99,52.51,12.24,6.55,0.0
20090529:1011,5388.1,640.2,56.89,12.75,7.38,0.0
20090529:1111,6406.0,764.02,57.66,13.16,7.38,0.0
20090529:1211,5405.0,646.71,54.58,13.59,6.41,0.0
20090529:1311,7261.7,874.07,48.55,14.25,6.21,0.0
20090529:1411,5749.8,688.6,40.8,14.62,6.07,0.0
20090529:1511,3930.1,477.79,32.21,15.21,6.41,0.0
20090529:1611,2144.3,288.91,23.36,15.12,6.07,0.0
20090529:1711,492.9,98.43,14.67,14.49,5.03,0.0
20090529:1811,176.3,34.39,6.49,13.58,4.97,0.0
20090529:1911,0.0,0.0,0.0,12.31,4.28,0.0
20090529:2011,0.0,0.0,0.0,11.53,4.0,0.0
20090529:2111,0.0,0.0,0.0,10.88,3.93,0.0
20090529:2211,0.0,0.0,0.0,10.4,4.07,0.0
20090529:2311,0.0,0.0,0.0,10.1,4.21,0.0
20090530:0011,0.0,0.0,0.0,10.49,4.28,0.0
20090530:0111,0.0,0.0,0.0,10.9,4.34,0.0
20090530:0211,0.0,0.0,0.0,11.14,4.48,0.0
20090530:0311,0.0,2.72,3.63,11.45,4.62,0.0
20090530:0411,28.0,11.77,11.51,11.65,4.62,0.0
20090530:0511,1355.7,185.68,20.04,12.32,3.79,0.0
20090530:0611,1568.8,200.43,28.87,13.31,4.34,0.0
20090530:0711,3665.1,444.9,37.62,15.04,5.03,0.0
20090530:0811,5766.7,698.5,45.8,16.61,6.14,0.0
20090530:0911,7077.4,867.41,52.64,17.69,6.41,0.0
20090530:1011,5429.8,665.2,57.03,18.21,6.28,0.0
20090530:1111,4540.4,557.31,57.82,18.45,6.21,0.0
20090530:1211,5171.5,634.6,54.73,18.89,6.41,0.0
20090530:1311,3435.4,424.89,48.7,19.2,6.41,0.0
20090530:1411,4785.9,588.25,40.94,19.12,5.31,0.0
20090530:1511,1805.3,233.13,32.35,19.48,5.59,0.0
20090530:1611,2114.2,291.35,23.5,19.56,5.24,0.0
20090530:1711,642.2,96.86,14.81,19.12,4.83,0.0
20090530:1811,13.5,9.05,6.63,17.62,4.34,0.0
20090530:1911,0.0,0.0,0.0,16.08,3.86,0.0
20090530:2011,0.0,0.0,0.0,15.33,3.31,0.0
20090530:2111,0.0,0.0,0.0,14.64,2.97,0.0
20090530:2211,0.0,0.0,0.0,13.87,2.69,0.0
20090530:2311,0.0,0.0,0.0,13.19,2.48,0.0
20090531:0011,0.0,0.0,0.0,12.76,2.41,0.0
20090531:0111,0.0,0.0,0.0,12.63,2.48,0.0
20090531:0211,0.0,0.0,0.0,12.48,2.62,0.0
20090531:0311,23.1,10.86,3.73,12.5,2.69,0.0
20090531:0411,343.6,56.11,11.61,13.03,2.62,0.0
20090531:0511,1413.2,210.68,20.13,14.36,2.48,0.0
20090531:0611,3296.9,416.56,28.96,16.12,2.9,0.0
20090531:0711,4701.2,582.24,37.72,17.89,3.1,0.0
20090531:0811,5521.2,689.16,45.9,19.32,3.45,0.0
20090531:0911,4238.8,530.41,52.76,20.38,3.86,0.0
20090531:1011,4715.4,592.23,57.17,21.37,4.28,0.0
20090531:1111,6446.9,818.48,57.96,22.01,4.41,0.0
20090531:1211,1426.2,191.09,54.88,22.4,4.48,0.0
20090531:1311,1182.2,161.76,48.84,22.53,4.55,0.0
20090531:1411,3868.1,481.3,41.08,20.09,4.34,0.0
20090531:1511,2817.0,357.22,32.48,20.55,3.79,0.0
20090531:1611,866.6,122.61,23.63,20.3,3.93,0.0
20090531:1711,624.6,94.67,14.94,19.7,3.31,0.0
20090531:1811,79.2,20.82,6.77,18.91,3.52,0.0
20090531:1911,0.0,0.0,0.0,17.27,2.83,0.0
20090531:2011,0.0,0.0,0.0,16.23,2.69,0.0
20090531:2111,0.0,0.0,0.0,15.35,2.76,0.0
20090531:2211,0.0,0.0,0.0,14.48,2.69,0.0
20090531:2311,0.0,0.0,0.0,13.83,2.55,0.0
20090601:0011,0.0,0.0,0.0,13.29,2.34,0.0
20090601:0111,0.0,0.0,0.0,12.74,2.21,0.0
20090601:0211,0.0,0.0,0.0,12.28,2.07,0.0
20090601:0311,65.1,18.1,3.83,11.83,1.93,0.0
20090601:0411,381.0,60.64,11.7,12.19,1.52,0.0
20090601:0511,1383.9,197.61,20.22,14.19,1.17,0.0
20090601:0611,2009.9,257.67,29.05,15.69,0.97,0.0
20090601:0711,3323.0,417.67,37.81,16.83,0.83,0.0
20090601:0811,5276.2,672.23,46.0,17.98,0.9,0.0
20090601:0911,4343.9,552.16,52.87,18.99,1.1,0.0
20090601:1011,5173.1,665.6,57.3,19.58,1.03,0.0
20090601:1111,5497.6,712.12,58.1,20.3,1.1,0.0
20090601:1211,597.9,89.87,55.02,20.0,1.17,0.0
20090601:1311,1543.7,203.39,48.98,18.97,1.86,0.0
20090601:1411,428.2,68.11,41.21,18.62,2.97,0.0
20090601:1511,1202.2,161.82,32.61,18.26,2.21,0.0
20090601:1611,1306.5,175.93,23.76,18.72,2.83,0.0
20090601:1711,697.8,105.37,15.07,18.47,2.83,0.0
20090601:1811,146.6,30.77,6.9,17.62,2.62,0.0
20090601:1911,0.0,0.0,0.0,15.7,1.93,0.0
20090601:2011,0.0,0.0,0.0,14.51,1.86,0.0
20090601:2111,0.0,0.0,0.0,13.64,1.79,0.0
20090601:2211,0.0,0.0,0.0,12.96,1.66,0.0
20090601:2311,0.0,0.0,0.0,12.21,1.59,0.0
20090602:0011,0.0,0.0,0.0,11.51,1.66,0.0
20090602:0111,0.0,0.0,0.0,10.88,1.59,0.0
20090602:0211,0.0,0.0,0.0,10.19,1.45,0.0
20090602:0311,54.6,16.29,3.93,10.01,1.17,0.0
20090602:0411,107.2,24.44,11.79,10.91,0.62,0.0
20090602:0511,949.6,130.15,20.3,12.55,0.62,0.0
20090602:0611,2375.6,300.31,29.13,14.23,1.17,0.0
20090602:0711,4975.2,615.99,37.89,15.85,2.0,0.0
20090602:0811,6205.6,781.49,46.09,17.04,1.93,0.0
20090602:0911,7063.7,908.49,52.97,18.28,1.93,0.0
20090602:1011,7693.1,1003.1,57.42,19.54,2.21,0.0
20090602:1111,7766.9,1009.77,58.24,20.22,2.69,0.0
20090602:1211,7569.2,976.32,55.15,20.79,3.1,0.0
20090602:1311,6663.2,846.73,49.11,21.11,3.38,0.0
20090602:1411,5648.4,708.82,41.33,21.02,3.52,0.0
20090602:1511,3910.0,493.39,32.73,20.71,3.59,0.0
20090602:1611,1953.0,265.3,23.88,20.33,3.38,0.0
20090602:1711,67.2,18.92,15.2,19.52,2.76,0.0
20090602:1811,210.9,39.82,7.03,18.35,2.28,0.0
20090602:1911,0.0,0.0,0.0,16.68,2.21,0.0
20090602:2011,0.0,0.0,0.0,15.99,2.69,0.0
20090602:2111,0.0,0.0,0.0,15.24,3.38,0.0
20090602:2211,0.0,0.0,0.0,14.39,4.07,0.0
20090602:2311,0.0,0.0,0.0,13.63,4.41,0.0
20090603:0011,0.0,0.0,0.0,13.13,5.1,0.0
20090603:0111,0.0,0.0,0.0,12.79,5.66,0.0
20090603:0211,0.0,0.0,0.0,12.68,6.14,0.0
20090603:0311,70.7,19.01,4.01,12.36,6.41,0.0
20090603:0411,32.9,12.67,11.87,11.84,6.48,0.0
20090603:0511,233.8,41.62,20.38,10.79,6.28,0.0
20090603:0611,736.9,102.17,29.2,10.03,5.59,0.0
20090603:0711,1129.8,147.57,37.97,10.35,4.62,0.0
20090603:0811,3700.1,441.96,46.17,10.73,4.21,0.0
20090603:0911,2443.9,298.26,53.07,11.01,4.28,0.0
20090603:1011,2437.5,299.31,57.54,12.08,4.0,0.0
20090603:1111,2706.5,331.36,58.37,12.92,4.34,0.0
20090603:1211,5441.8,655.58,55.28,13.37,4.83,0.0
20090603:1311,6089.4,722.68,49.24,11.86,6.0,0.0
20090603:1411,5337.1,631.39,41.46,11.96,6.0,0.0
20090603:1511,1446.3,184.71,32.85,12.17,5.86,0.0
20090603:1611,1724.2,221.26,24.0,12.05,5.86,0.0
20090603:1711,507.0,102.13,15.32,11.81,5.38,0.0
20090603:1811,185.1,35.3,7.15,11.29,4.0,0.0
20090603:1911,0.0,0.0,0.0,10.12,2.97,0.0
20090603:2011,0.0,0.0,0.0,9.3,2.76,0.0
20090603:2111,0.0,0.0,0.0,8.82,2.97,0.0
20090603:2211,0.0,0.0,0.0,8.31,3.1,0.0
20090603:2311,0.0,0.0,0.0,7.87,3.17,0.0
20090604:0011,0.0,0.0,0.0,7.57,3.24,0.0
20090604:0111,0.0,0.0,0.0,7.33,3.24,0.0
20090604:0211,0.0,0.0,0.0,7.13,3.38,0.0
20090604:0311,78.9,19.91,4.09,6.97,3.45,0.0
20090604:0411,390.9,60.64,11.94,7.41,3.38,0.0
20090604:0511,1443.1,209.24,20.45,8.6,3.24,0.0
20090604:0611,3251.1,396.32,29.27,9.94,4.14,0.0
20090604:0711,1638.8,205.72,38.04,10.63,4.48,0.0
20090604:0811,5775.6,687.78,46.25,11.36,4.62,0.0
20090604:0911,5140.1,614.58,53.16,11.89,4.69,0.0
20090604:1011,3705.9,446.22,57.65,12.36,4.76,0.0
20090604:1111,2191.3,270.88,58.49,12.48,4.76,0.0
20090604:1211,3494.6,422.23,55.41,12.7,4.62,0.0
20090604:1311,3599.1,434.53,49.36,12.88,4.41,0.0
20090604:1411,2791.7,340.34,41.58,12.87,4.28,0.0
20090604:1511,3668.0,442.96,32.97,11.95,4.14,0.0
20090604:1611,1260.6,164.0,24.12,10.79,3.59,0.0
20090604:1711,149.5,30.27,15.44,9.67,2.97,0.0
20090604:1811,228.2,40.73,7.27,9.31,2.21,0.0
20090604:1911,0.0,0.0,0.0,9.16,2.28,0.0
20090604:2011,0.0,0.0,0.0,8.44,2.48,0.0
20090604:2111,0.0,0.0,0.0,7.99,3.03,0.0
20090604:2211,0.0,0.0,0.0,7.62,3.31,0.0
20090604:2311,0.0,0.0,0.0,7.43,3.31,0.0
20090605:0011,0.0,0.0,0.0,7.3,3.72,0.0
20090605:0111,0.0,0.0,0.0,7.12,4.14,0.0
20090605:0211,0.0,0.0,0.0,6.98,4.55,0.0
20090605:0311,0.0,2.72,4.17,6.57,4.55,0.0
20090605:0411,34.2,12.67,12.01,6.44,4.69,0.0
20090605:0511,337.5,53.92,20.51,6.51,4.07,0.0
20090605:0611,1405.7,176.74,29.33,7.13,4.41,0.0
20090605:0711,2773.6,332.16,38.1,8.69,4.07,0.0
20090605:0811,4986.5,590.43,46.32,9.91,4.28,0.0
20090605:0911,5311.1,631.98,53.25,10.67,4.55,0.0
20090605:1011,7346.2,885.47,57.75,11.33,4.83,0.0
20090605:1111,6700.5,805.42,58.61,11.74,4.97,0.0
20090605:1211,4482.7,536.08,55.53,12.18,5.17,0.0
20090605:1311,1250.5,162.71,49.47,12.52,5.17,0.0
20090605:1411,505.9,75.68,41.69,12.04,4.97,0.0
20090605:1511,2791.5,337.63,33.08,11.0,4.97,0.0
20090605:1611,952.6,127.33,24.23,10.12,4.48,0.0
20090605:1711,177.0,34.06,15.55,10.12,3.66,0.0
20090605:1811,213.7,38.92,7.39,9.92,3.03,0.0
20090605:1911,0.0,0.0,0.0,8.82,2.34,0.0
20090605:2011,0.0,0.0,0.0,8.08,2.07,0.0
20090605:2111,0.0,0.0,0.0,7.63,1.86,0.0
20090605:2211,0.0,0.0,0.0,7.12,1.79,0.0
20090605:2311,0.0,0.0,0.0,6.36,2.0,0.0
20090606:0011,0.0,0.0,0.0,5.84,2.0,0.0
20090606:0111,0.0,0.0,0.0,5.34,1.72,0.0
20090606:0211,0.0,0.0,0.0,5.08,1.31,0.0
20090606:0311,91.3,21.72,4.24,6.19,0.69,0.0
20090606:0411,376.8,58.83,12.07,6.32,0.34,0.0
20090606:0511,1438.4,211.61,20.57,7.63,0.28,0.0
20090606:0611,3380.7,418.93,29.39,9.27,1.03,0.0
20090606:0711,4365.0,528.42,38.16,10.08,1.31,0.0
20090606:0811,5386.6,658.44,46.39,11.18,1.45,0.0
20090606:0911,6143.9,759.65,53.33,12.19,1.72,0.0
20090606:1011,4948.1,606.87,57.84,12.8,2.0,0.0
20090606:1111,6358.3,786.68,58.72,13.36,2.48,0.0
20090606:1211,5008.4,609.87,55.64,13.43,3.1,0.0
20090606:1311,4052.0,492.37,49.59,13.79,3.38,0.0
20090606:1411,3681.7,446.75,41.8,13.79,3.66,0.0
20090606:1511,2595.7,320.23,33.19,13.8,3.72,0.0
20090606:1611,1578.6,204.87,24.34,13.57,3.52,0.0
20090606:1711,582.4,85.85,15.66,13.17,3.59,0.0
20090606:1811,37.8,13.58,7.5,12.53,3.72,0.0
20090606:1911,0.0,0.0,0.0,11.73,3.79,0.0
20090606:2011,0.0,0.0,0.0,10.63,4.0,0.0
20090606:2111,0.0,0.0,0.0,9.62,3.93,0.0
20090606:2211,0.0,0.0,0.0,8.78,3.93,0.0
