time,P,G(i),H_sun,T2m,WS10m,Int
20071116:2211,0.0,0.0,0.0,0.76,3.38,0.0
20071116:2311,0.0,0.0,0.0,1.02,3.17,0.0
20071117:0011,0.0,0.0,0.0,1.41,3.17,0.0
20071117:0111,0.0,0.0,0.0,1.89,3.1,0.0
20071117:0211,0.0,0.0,0.0,2.39,2.97,0.0
20071117:0311,0.0,0.0,0.0,2.68,2.9,0.0
20071117:0411,0.0,0.0,0.0,2.82,2.69,0.0
20071117:0511,0.0,0.0,0.0,3.08,2.55,0.0
20071117:0611,0.0,0.0,0.0,3.23,2.34,0.0
20071117:0711,131.5,27.31,4.54,3.19,2.07,0.0
20071117:0811,356.2,55.58,10.5,3.55,2.0,0.0
20071117:0911,256.7,43.52,14.77,3.99,1.93,0.0
20071117:1011,324.6,52.03,17.01,4.66,1.86,0.0
20071117:1111,579.0,82.3,17.0,5.08,2.0,0.0
20071117:1211,277.5,46.35,14.73,5.41,2.21,0.0
20071117:1311,92.1,21.76,10.44,5.36,1.86,0.0
20071117:1411,17.1,9.46,4.46,5.29,1.93,0.0
20071117:1511,0.0,0.0,0.0,5.08,1.93,0.0
20071117:1611,0.0,0.0,0.0,4.89,1.86,0.0
20071117:1711,0.0,0.0,0.0,4.7,1.72,0.0
20071117:1811,0.0,0.0,0.0,4.42,1.66,0.0
20071117:1911,0.0,0.0,0.0,4.3,1.59,0.0
20071117:2011,0.0,0.0,0.0,4.29,1.52,0.0
20071117:2111,0.0,0.0,0.0,4.24,1.59,0.0
20071117:2211,0.0,0.0,0.0,4.18,1.59,0.0
20071117:2311,0.0,0.0,0.0,4.16,1.45,0.0
20071118:0011,0.0,0.0,0.0,4.11,1.31,0.0
20071118:0111,0.0,0.0,0.0,4.11,1.31,0.0
20071118:0211,0.0,0.0,0.0,4.04,1.38,0.0
20071118:0311,0.0,0.0,0.0,3.94,1.31,0.0
20071118:0411,0.0,0.0,0.0,3.87,1.45,0.0
20071118:0511,0.0,0.0,0.0,3.81,1.59,0.0
20071118:0611,0.0,0.0,0.0,3.76,1.59,0.0
20071118:0711,234.2,41.24,4.3,3.75,1.86,0.0
20071118:0811,624.7,86.83,10.25,3.79,2.28,0.0
20071118:0911,445.0,66.22,14.52,3.77,2.69,0.0
20071118:1011,502.0,72.84,16.76,3.69,3.17,0.0
20071118:1111,1138.6,143.82,16.76,3.6,3.38,0.0
20071118:1211,2621.7,304.73,14.51,3.49,3.24,0.0
20071118:1311,720.0,97.43,10.23,3.49,2.9,0.0
20071118:1411,384.3,60.1,4.27,3.27,2.55,0.0
20071118:1511,0.0,0.0,0.0,2.7,2.83,0.0
20071118:1611,0.0,0.0,0.0,2.27,3.1,0.0
20071118:1711,0.0,0.0,0.0,2.02,3.17,0.0
20071118:1811,0.0,0.0,0.0,1.66,3.17,0.0
20071118:1911,0.0,0.0,0.0,1.28,3.66,0.0
20071118:2011,0.0,0.0,0.0,0.95,3.79,0.0
20071118:2111,0.0,0.0,0.0,0.7,3.79,0.0
20071118:2211,0.0,0.0,0.0,0.45,3.79,0.0
20071118:2311,0.0,0.0,0.0,0.21,3.72,0.0
20071119:0011,0.0,0.0,0.0,0.09,3.86,0.0
20071119:0111,0.0,0.0,0.0,-0.16,3.86,0.0
20071119:0211,0.0,0.0,0.0,-0.31,3.79,0.0
20071119:0311,0.0,0.0,0.0,-0.45,3.59,0.0
20071119:0411,0.0,0.0,0.0,-0.52,3.52,0.0
20071119:0511,0.0,0.0,0.0,-0.67,3.52,0.0
20071119:0611,0.0,0.0,0.0,-0.82,3.66,0.0
20071119:0711,183.5,33.98,4.07,-0.77,4.21,0.0
20071119:0811,582.6,80.53,10.01,-0.5,4.41,0.0
20071119:0911,556.1,77.86,14.28,0.08,4.28,0.0
20071119:1011,460.4,67.16,16.52,0.73,4.14,0.0
20071119:1111,641.7,88.08,16.53,1.62,4.07,0.0
20071119:1211,541.4,76.91,14.29,2.41,3.93,0.0
20071119:1311,581.7,81.5,10.03,2.75,3.79,0.0
20071119:1411,27.6,11.35,4.09,2.42,3.52,0.0
20071119:1511,0.0,0.0,0.0,1.56,3.59,0.0
20071119:1611,0.0,0.0,0.0,1.02,3.66,0.0
20071119:1711,0.0,0.0,0.0,0.72,3.38,0.0
20071119:1811,0.0,0.0,0.0,0.48,3.17,0.0
20071119:1911,0.0,0.0,0.0,0.32,3.45,0.0
20071119:2011,0.0,0.0,0.0,0.16,3.45,0.0
20071119:2111,0.0,0.0,0.0,0.09,3.38,0.0
20071119:2211,0.0,0.0,0.0,-0.05,3.1,0.0
20071119:2311,0.0,0.0,0.0,-0.22,2.97,0.0
20071120:0011,0.0,0.0,0.0,-0.47,2.62,0.0
20071120:0111,0.0,0.0,0.0,-0.64,2.34,0.0
20071120:0211,0.0,0.0,0.0,-0.87,2.34,0.0
20071120:0311,0.0,0.0,0.0,-1.01,2.48,0.0
20071120:0411,0.0,0.0,0.0,-0.99,2.62,0.0
20071120:0511,0.0,0.0,0.0,-0.95,2.48,0.0
20071120:0611,0.0,0.0,0.0,-0.99,2.34,0.0
20071120:0711,39.2,13.24,3.83,-0.32,2.21,0.0
20071120:0811,751.7,99.66,9.78,0.11,2.62,0.0
20071120:0911,608.0,83.96,14.04,0.73,2.9,0.0
20071120:1011,531.9,75.68,16.29,1.49,2.9,0.0
20071120:1111,1049.7,133.48,16.3,2.26,2.76,0.0
20071120:1211,868.2,113.68,14.08,2.77,2.55,0.0
20071120:1311,1107.6,140.31,9.84,3.09,2.48,0.0
20071120:1411,279.7,47.11,3.91,3.04,2.41,0.0
20071120:1511,0.0,0.0,0.0,2.64,2.34,0.0
20071120:1611,0.0,0.0,0.0,2.54,2.62,0.0
20071120:1711,0.0,0.0,0.0,2.28,2.62,0.0
20071120:1811,0.0,0.0,0.0,1.83,2.55,0.0
20071120:1911,0.0,0.0,0.0,1.79,2.21,0.0
20071120:2011,0.0,0.0,0.0,1.77,2.21,0.0
20071120:2111,0.0,0.0,0.0,1.76,2.07,0.0
20071120:2211,0.0,0.0,0.0,1.63,2.14,0.0
20071120:2311,0.0,0.0,0.0,1.51,2.28,0.0
20071121:0011,0.0,0.0,0.0,1.3,2.34,0.0
20071121:0111,0.0,0.0,0.0,0.89,2.48,0.0
20071121:0211,0.0,0.0,0.0,0.67,2.55,0.0
20071121:0311,0.0,0.0,0.0,0.56,2.62,0.0
20071121:0411,0.0,0.0,0.0,0.31,2.62,0.0
20071121:0511,0.0,0.0,0.0,-0.01,2.62,0.0
20071121:0611,0.0,0.0,0.0,-0.1,2.69,0.0
20071121:0711,99.4,22.7,3.61,0.7,2.41,0.0
20071121:0811,260.4,43.52,9.54,1.26,2.76,0.0
20071121:0911,184.9,34.06,13.81,1.79,3.31,0.0
20071121:1011,297.5,48.24,16.06,2.41,3.45,0.0
20071121:1111,741.3,99.76,16.08,2.9,3.45,0.0
20071121:1211,250.1,42.57,13.88,3.4,3.52,0.0
20071121:1311,242.2,41.62,9.65,3.7,3.45,0.0
20071121:1411,117.4,25.44,3.74,3.47,2.76,0.0
20071121:1511,0.0,0.0,0.0,2.69,2.69,0.0
20071121:1611,0.0,0.0,0.0,1.98,2.83,0.0
20071121:1711,0.0,0.0,0.0,1.52,3.03,0.0
20071121:1811,0.0,0.0,0.0,1.28,3.24,0.0
20071121:1911,0.0,0.0,0.0,1.24,2.9,0.0
20071121:2011,0.0,0.0,0.0,0.98,2.97,0.0
20071121:2111,0.0,0.0,0.0,0.69,3.03,0.0
20071121:2211,0.0,0.0,0.0,0.57,2.97,0.0
20071121:2311,0.0,0.0,0.0,0.36,2.76,0.0
20071122:0011,0.0,0.0,0.0,0.16,2.55,0.0
20071122:0111,0.0,0.0,0.0,-0.09,2.62,0.0
20071122:0211,0.0,0.0,0.0,-0.2,2.76,0.0
20071122:0311,0.0,0.0,0.0,-0.3,2.76,0.0
20071122:0411,0.0,0.0,0.0,-0.38,2.69,0.0
20071122:0511,0.0,0.0,0.0,-0.42,2.62,0.0
20071122:0611,0.0,0.0,0.0,-0.39,2.55,0.0
20071122:0711,576.8,82.78,3.38,-0.56,2.41,0.0
20071122:0811,2460.2,286.14,9.32,0.35,2.21,0.0
20071122:0911,4310.0,493.76,13.58,1.97,2.14,0.0
20071122:1011,3233.9,373.72,15.83,3.4,2.14,0.0
20071122:1111,1731.6,209.21,15.87,4.37,2.21,0.0
20071122:1211,943.0,123.05,13.68,5.01,2.34,0.0
20071122:1311,263.0,44.46,9.47,4.99,2.28,0.0
20071122:1411,27.2,11.35,3.58,4.42,2.55,0.0
20071122:1511,0.0,0.0,0.0,3.82,2.83,0.0
20071122:1611,0.0,0.0,0.0,3.44,3.1,0.0
20071122:1711,0.0,0.0,0.0,3.39,3.31,0.0
20071122:1811,0.0,0.0,0.0,3.27,3.38,0.0
20071122:1911,0.0,0.0,0.0,3.46,3.45,0.0
20071122:2011,0.0,0.0,0.0,3.49,3.38,0.0
20071122:2111,0.0,0.0,0.0,3.36,3.31,0.0
20071122:2211,0.0,0.0,0.0,3.21,2.97,0.0
20071122:2311,0.0,0.0,0.0,2.93,2.83,0.0
20071123:0011,0.0,0.0,0.0,2.63,2.83,0.0
20071123:0111,0.0,0.0,0.0,2.56,2.76,0.0
20071123:0211,0.0,0.0,0.0,2.74,2.69,0.0
20071123:0311,0.0,0.0,0.0,2.82,2.69,0.0
20071123:0411,0.0,0.0,0.0,2.69,2.62,0.0
20071123:0511,0.0,0.0,0.0,2.78,2.48,0.0
20071123:0611,0.0,0.0,0.0,2.21,2.55,0.0
20071123:0711,285.8,47.98,3.16,1.68,2.28,0.0
20071123:0811,162.6,31.22,9.09,2.37,2.28,0.0
20071123:0911,265.2,44.46,13.36,3.33,2.21,0.0
20071123:1011,601.9,84.42,15.62,3.73,1.93,0.0
20071123:1111,491.5,71.89,15.66,4.35,1.72,0.0
20071123:1211,263.0,44.46,13.49,4.89,1.79,0.0
20071123:1311,105.3,23.65,9.29,5.18,2.07,0.0
20071123:1411,106.3,24.05,3.42,4.98,1.72,0.0
20071123:1511,0.0,0.0,0.0,4.93,1.59,0.0
20071123:1611,0.0,0.0,0.0,4.95,1.79,0.0
20071123:1711,0.0,0.0,0.0,5.08,1.93,0.0
20071123:1811,0.0,0.0,0.0,5.18,2.0,0.0
20071123:1911,0.0,0.0,0.0,5.34,2.28,0.0
20071123:2011,0.0,0.0,0.0,5.39,2.48,0.0
20071123:2111,0.0,0.0,0.0,5.19,2.9,0.0
20071123:2211,0.0,0.0,0.0,4.76,2.97,0.0
20071123:2311,0.0,0.0,0.0,3.98,2.62,0.0
20071124:0011,0.0,0.0,0.0,2.76,2.34,0.0
20071124:0111,0.0,0.0,0.0,1.87,2.28,0.0
20071124:0211,0.0,0.0,0.0,0.92,2.34,0.0
20071124:0311,0.0,0.0,0.0,0.33,2.41,0.0
20071124:0411,0.0,0.0,0.0,0.12,2.55,0.0
20071124:0511,0.0,0.0,0.0,0.14,2.62,0.0
20071124:0611,0.0,0.0,0.0,0.04,2.69,0.0
20071124:0711,13.0,8.51,2.95,1.03,2.9,0.0
20071124:0811,277.3,45.65,8.88,1.96,3.86,0.0
20071124:0911,1211.0,150.67,13.14,2.58,3.86,0.0
20071124:1011,414.4,62.43,15.41,3.27,4.07,0.0
20071124:1111,2349.7,274.98,15.46,4.04,3.86,0.0
20071124:1211,325.5,52.03,13.3,4.39,3.93,0.0
20071124:1311,79.8,19.87,9.13,4.3,3.45,0.0
20071124:1411,17.3,9.46,3.27,3.79,3.1,0.0
20071124:1511,0.0,0.0,0.0,3.07,3.17,0.0
20071124:1611,0.0,0.0,0.0,2.62,3.17,0.0
20071124:1711,0.0,0.0,0.0,2.34,3.24,0.0
20071124:1811,0.0,0.0,0.0,2.14,3.52,0.0
20071124:1911,0.0,0.0,0.0,1.9,3.17,0.0
20071124:2011,0.0,0.0,0.0,1.72,3.38,0.0
20071124:2111,0.0,0.0,0.0,1.25,3.86,0.0
20071124:2211,0.0,0.0,0.0,0.77,4.41,0.0
20071124:2311,0.0,0.0,0.0,0.37,4.76,0.0
20071125:0011,0.0,0.0,0.0,0.1,4.9,0.0
20071125:0111,0.0,0.0,0.0,-0.04,5.03,0.0
20071125:0211,0.0,0.0,0.0,-0.08,5.31,0.0
20071125:0311,0.0,0.0,0.0,-0.13,5.52,0.0
20071125:0411,0.0,0.0,0.0,-0.02,5.59,0.0
20071125:0511,0.0,0.0,0.0,0.03,5.52,0.0
20071125:0611,0.0,0.0,0.0,0.14,5.45,0.0
20071125:0711,8.6,7.57,2.74,0.48,5.38,0.0
20071125:0811,842.1,109.71,8.66,0.87,5.31,0.0
20071125:0911,260.6,43.52,12.93,1.3,4.41,0.0
20071125:1011,214.0,37.84,15.2,2.39,5.24,0.0
20071125:1111,235.2,40.68,15.27,3.49,5.59,0.0
20071125:1211,154.1,30.27,13.12,4.27,6.0,0.0
20071125:1311,153.7,30.27,8.97,4.77,6.34,0.0
20071125:1411,8.2,7.57,3.13,4.77,6.55,0.0
20071125:1511,0.0,0.0,0.0,4.47,6.0,0.0
20071125:1611,0.0,0.0,0.0,4.31,6.0,0.0
20071125:1711,0.0,0.0,0.0,4.08,5.93,0.0
20071125:1811,0.0,0.0,0.0,3.55,5.86,0.0
20071125:1911,0.0,0.0,0.0,2.98,5.72,0.0
20071125:2011,0.0,0.0,0.0,2.48,5.72,0.0
20071125:2111,0.0,0.0,0.0,2.12,5.72,0.0
20071125:2211,0.0,0.0,0.0,1.72,5.66,0.0
20071125:2311,0.0,0.0,0.0,1.35,5.66,0.0
20071126:0011,0.0,0.0,0.0,1.06,5.66,0.0
20071126:0111,0.0,0.0,0.0,0.9,5.66,0.0
20071126:0211,0.0,0.0,0.0,0.51,5.79,0.0
20071126:0311,0.0,0.0,0.0,0.22,5.52,0.0
20071126:0411,0.0,0.0,0.0,0.5,5.03,0.0
20071126:0511,0.0,0.0,0.0,0.9,6.21,0.0
20071126:0611,0.0,0.0,0.0,0.79,6.28,0.0
20071126:0711,157.5,31.18,2.53,0.58,5.59,0.0
20071126:0811,2955.3,337.96,8.45,0.61,5.52,0.0
20071126:0911,3054.3,345.87,12.72,0.78,5.31,0.0
20071126:1011,284.2,46.35,15.0,1.06,5.1,0.0
20071126:1111,142.5,28.38,15.08,1.01,5.24,0.0
20071126:1211,473.4,68.64,12.95,1.04,5.03,0.0
20071126:1311,287.1,46.67,8.81,1.11,5.45,0.0
20071126:1411,223.7,39.9,2.99,1.48,5.45,0.0
20071126:1511,0.0,0.0,0.0,1.31,5.31,0.0
20071126:1611,0.0,0.0,0.0,0.94,5.17,0.0
20071126:1711,0.0,0.0,0.0,0.64,5.24,0.0
20071126:1811,0.0,0.0,0.0,0.42,5.17,0.0
20071126:1911,0.0,0.0,0.0,0.14,4.97,0.0
20071126:2011,0.0,0.0,0.0,-0.3,4.83,0.0
20071126:2111,0.0,0.0,0.0,-0.17,4.55,0.0
20071126:2211,0.0,0.0,0.0,0.07,4.41,0.0
20071126:2311,0.0,0.0,0.0,0.05,4.48,0.0
20071127:0011,0.0,0.0,0.0,0.22,4.41,0.0
20071127:0111,0.0,0.0,0.0,0.16,4.21,0.0
20071127:0211,0.0,0.0,0.0,0.0,4.0,0.0
20071127:0311,0.0,0.0,0.0,-0.25,3.86,0.0
20071127:0411,0.0,0.0,0.0,-0.05,4.14,0.0
20071127:0511,0.0,0.0,0.0,0.3,4.55,0.0
20071127:0611,0.0,0.0,0.0,0.27,4.62,0.0
20071127:0711,382.5,60.42,2.33,0.64,4.97,0.0
20071127:0811,44.6,14.19,8.25,0.86,4.97,0.0
20071127:0911,222.9,38.79,12.52,1.04,4.69,0.0
20071127:1011,178.0,33.11,14.81,1.43,4.21,0.0
20071127:1111,192.4,35.0,14.9,1.73,4.48,0.0
20071127:1211,345.6,53.92,12.79,1.8,4.41,0.0
20071127:1311,1026.9,130.04,8.67,1.23,5.17,0.0
20071127:1411,161.9,31.63,2.86,0.92,4.69,0.0
20071127:1511,0.0,0.0,0.0,0.27,4.21,0.0
20071127:1611,0.0,0.0,0.0,-0.13,4.0,0.0
20071127:1711,0.0,0.0,0.0,-0.48,3.72,0.0
20071127:1811,0.0,0.0,0.0,-0.44,3.52,0.0
20071127:1911,0.0,0.0,0.0,-0.65,3.66,0.0
20071127:2011,0.0,0.0,0.0,-0.84,3.24,0.0
20071127:2111,0.0,0.0,0.0,-1.27,2.83,0.0
20071127:2211,0.0,0.0,0.0,-1.66,2.9,0.0
20071127:2311,0.0,0.0,0.0,-1.65,2.97,0.0
20071128:0011,0.0,0.0,0.0,-1.85,2.9,0.0
20071128:0111,0.0,0.0,0.0,-2.04,2.9,0.0
20071128:0211,0.0,0.0,0.0,-2.29,2.97,0.0
20071128:0311,0.0,0.0,0.0,-2.32,2.9,0.0
20071128:0411,0.0,0.0,0.0,-2.53,2.76,0.0
20071128:0511,0.0,0.0,0.0,-2.66,2.69,0.0
20071128:0611,0.0,0.0,0.0,-2.71,2.62,0.0
20071128:0711,0.0,0.0,0.0,-3.08,2.69,0.0
20071128:0811,568.7,78.41,8.06,-2.68,2.69,0.0
20071128:0911,2369.0,271.55,12.33,-1.67,2.55,0.0
20071128:1011,1526.3,182.74,14.62,-0.36,2.9,0.0
20071128:1111,2197.7,254.87,14.72,0.25,2.97,0.0
20071128:1211,1463.4,176.6,12.63,0.49,2.9,0.0
20071128:1311,142.9,28.38,8.53,0.31,2.76,0.0
20071128:1411,0.0,2.84,2.74,-0.34,2.62,0.0
20071128:1511,0.0,0.0,0.0,-0.93,2.76,0.0
20071128:1611,0.0,0.0,0.0,-1.18,3.03,0.0
20071128:1711,0.0,0.0,0.0,-0.91,3.38,0.0
20071128:1811,0.0,0.0,0.0,-0.53,3.72,0.0
20071128:1911,0.0,0.0,0.0,-0.17,3.59,0.0
20071128:2011,0.0,0.0,0.0,-0.06,3.79,0.0
20071128:2111,0.0,0.0,0.0,-0.07,3.93,0.0
20071128:2211,0.0,0.0,0.0,0.01,4.14,0.0
20071128:2311,0.0,0.0,0.0,0.15,4.21,0.0
20071129:0011,0.0,0.0,0.0,0.27,4.21,0.0
20071129:0111,0.0,0.0,0.0,0.46,4.34,0.0
20071129:0211,0.0,0.0,0.0,0.39,4.41,0.0
20071129:0311,0.0,0.0,0.0,0.17,4.41,0.0
20071129:0411,0.0,0.0,0.0,-0.1,4.28,0.0
20071129:0511,0.0,0.0,0.0,-0.51,4.21,0.0
20071129:0611,0.0,0.0,0.0,-0.85,4.21,0.0
20071129:0711,0.0,0.0,0.0,-0.81,4.41,0.0
20071129:0811,1538.0,184.43,7.86,-0.56,4.48,0.0
20071129:0911,2050.4,238.25,12.14,-0.14,3.93,0.0
20071129:1011,1291.0,157.77,14.44,0.37,4.34,0.0
20071129:1111,2342.7,270.07,14.56,0.91,4.41,0.0
20071129:1211,163.5,31.22,12.48,1.44,4.14,0.0
20071129:1311,121.1,25.54,8.39,1.58,4.28,0.0
20071129:1411,0.0,1.89,2.63,1.43,4.07,0.0
20071129:1511,0.0,0.0,0.0,1.37,4.0,0.0
20071129:1611,0.0,0.0,0.0,1.57,3.93,0.0
20071129:1711,0.0,0.0,0.0,1.7,4.0,0.0
20071129:1811,0.0,0.0,0.0,1.8,4.0,0.0
20071129:1911,0.0,0.0,0.0,2.24,4.14,0.0
20071129:2011,0.0,0.0,0.0,2.34,4.28,0.0
20071129:2111,0.0,0.0,0.0,2.54,4.48,0.0
20071129:2211,0.0,0.0,0.0,2.55,4.55,0.0
20071129:2311,0.0,0.0,0.0,2.77,4.83,0.0
20071130:0011,0.0,0.0,0.0,2.47,4.97,0.0
20071130:0111,0.0,0.0,0.0,2.01,4.48,0.0
20071130:0211,0.0,0.0,0.0,2.19,4.34,0.0
20071130:0311,0.0,0.0,0.0,2.54,4.34,0.0
20071130:0411,0.0,0.0,0.0,2.75,4.34,0.0
20071130:0511,0.0,0.0,0.0,2.88,4.28,0.0
20071130:0611,0.0,0.0,0.0,3.08,4.28,0.0
20071130:0711,0.0,0.0,0.0,3.25,4.48,0.0
20071130:0811,55.5,16.08,7.68,3.49,4.62,0.0
20071130:0911,373.9,57.7,11.96,3.72,4.83,0.0
20071130:1011,204.7,36.89,14.27,4.06,4.83,0.0
20071130:1111,219.0,38.79,14.4,4.49,5.03,0.0
20071130:1211,67.2,17.97,12.33,4.79,5.72,0.0
20071130:1311,196.7,35.95,8.27,4.7,5.38,0.0
20071130:1411,68.5,18.55,2.52,4.26,4.9,0.0
20071130:1511,0.0,0.0,0.0,3.73,4.21,0.0
20071130:1611,0.0,0.0,0.0,3.18,3.79,0.0
20071130:1711,0.0,0.0,0.0,2.91,3.52,0.0
20071130:1811,0.0,0.0,0.0,2.8,3.31,0.0
20071130:1911,0.0,0.0,0.0,3.08,3.24,0.0
20071130:2011,0.0,0.0,0.0,2.88,3.03,0.0
20071130:2111,0.0,0.0,0.0,3.17,3.1,0.0
20071130:2211,0.0,0.0,0.0,3.71,2.97,0.0
20071130:2311,0.0,0.0,0.0,4.01,2.83,0.0
20071201:0011,0.0,0.0,0.0,4.16,2.76,0.0
20071201:0111,0.0,0.0,0.0,4.2,2.62,0.0
20071201:0211,0.0,0.0,0.0,4.16,2.69,0.0
20071201:0311,0.0,0.0,0.0,4.06,2.83,0.0
20071201:0411,0.0,0.0,0.0,3.94,2.9,0.0
20071201:0511,0.0,0.0,0.0,3.86,3.24,0.0
20071201:0611,0.0,0.0,0.0,3.84,3.59,0.0
20071201:0711,0.0,0.0,0.0,3.9,3.59,0.0
20071201:0811,12.6,8.51,7.5,4.0,3.66,0.0
20071201:0911,73.6,18.92,11.78,4.18,3.93,0.0
20071201:1011,126.0,26.49,14.1,4.47,4.28,0.0
20071201:1111,182.0,34.06,14.24,4.94,4.69,0.0
20071201:1211,146.2,29.33,12.2,5.29,4.9,0.0
20071201:1311,160.0,31.22,8.15,5.5,4.83,0.0
20071201:1411,0.0,2.84,2.41,5.78,4.69,0.0
20071201:1511,0.0,0.0,0.0,6.16,4.62,0.0
20071201:1611,0.0,0.0,0.0,6.53,4.9,0.0
20071201:1711,0.0,0.0,0.0,6.62,5.03,0.0
20071201:1811,0.0,0.0,0.0,6.37,4.76,0.0
20071201:1911,0.0,0.0,0.0,5.47,4.83,0.0
20071201:2011,0.0,0.0,0.0,5.09,4.76,0.0
20071201:2111,0.0,0.0,0.0,4.62,4.55,0.0
20071201:2211,0.0,0.0,0.0,4.28,4.28,0.0
20071201:2311,0.0,0.0,0.0,3.78,4.07,0.0
20071202:0011,0.0,0.0,0.0,3.14,3.93,0.0
20071202:0111,0.0,0.0,0.0,2.72,4.0,0.0
20071202:0211,0.0,0.0,0.0,2.47,4.14,0.0
20071202:0311,0.0,0.0,0.0,2.37,4.21,0.0
20071202:0411,0.0,0.0,0.0,2.28,4.21,0.0
20071202:0511,0.0,0.0,0.0,2.38,4.62,0.0
20071202:0611,0.0,0.0,0.0,2.69,4.9,0.0
20071202:0711,0.0,0.0,0.0,3.0,5.93,0.0
20071202:0811,362.5,56.11,7.32,3.16,6.07,0.0
20071202:0911,288.1,47.3,11.61,3.72,5.79,0.0
20071202:1011,2409.0,280.88,13.94,4.62,5.59,0.0
20071202:1111,98.8,22.7,14.09,5.24,5.45,0.0
20071202:1211,458.0,67.92,12.07,5.17,5.66,0.0
20071202:1311,504.3,73.28,8.03,5.42,5.86,0.0
20071202:1411,706.3,100.71,2.32,5.49,5.45,0.0
20071202:1511,0.0,0.0,0.0,4.92,4.9,0.0
20071202:1611,0.0,0.0,0.0,4.7,4.62,0.0
20071202:1711,0.0,0.0,0.0,4.72,4.55,0.0
20071202:1811,0.0,0.0,0.0,4.75,4.83,0.0
20071202:1911,0.0,0.0,0.0,5.05,5.31,0.0
20071202:2011,0.0,0.0,0.0,5.35,5.93,0.0
20071202:2111,0.0,0.0,0.0,5.6,6.69,0.0
20071202:2211,0.0,0.0,0.0,5.92,6.9,0.0
20071202:2311,0.0,0.0,0.0,6.3,7.38,0.0
20071203:0011,0.0,0.0,0.0,6.23,7.17,0.0
20071203:0111,0.0,0.0,0.0,6.42,6.62,0.0
20071203:0211,0.0,0.0,0.0,6.77,6.34,0.0
20071203:0311,0.0,0.0,0.0,6.84,6.0,0.0
20071203:0411,0.0,0.0,0.0,6.64,5.79,0.0
20071203:0511,0.0,0.0,0.0,6.34,5.79,0.0
20071203:0611,0.0,0.0,0.0,6.12,5.66,0.0
20071203:0711,0.0,0.0,0.0,5.61,5.66,0.0
20071203:0811,173.9,33.11,7.15,5.93,6.41,0.0
20071203:0911,43.2,14.19,11.45,5.96,7.03,0.0
20071203:1011,324.2,52.03,13.79,5.45,6.83,0.0
20071203:1111,67.1,17.97,13.96,5.03,7.03,0.0
20071203:1211,271.6,45.41,11.94,4.69,7.31,0.0
20071203:1311,601.0,84.07,7.93,4.53,7.24,0.0
20071203:1411,0.0,1.89,2.23,4.48,6.69,0.0
20071203:1511,0.0,0.0,0.0,4.47,6.14,0.0
20071203:1611,0.0,0.0,0.0,4.34,6.21,0.0
20071203:1711,0.0,0.0,0.0,4.13,6.07,0.0
20071203:1811,0.0,0.0,0.0,4.11,6.21,0.0
20071203:1911,0.0,0.0,0.0,3.89,5.72,0.0
20071203:2011,0.0,0.0,0.0,3.89,5.79,0.0
20071203:2111,0.0,0.0,0.0,3.76,6.07,0.0
20071203:2211,0.0,0.0,0.0,3.45,5.72,0.0
20071203:2311,0.0,0.0,0.0,3.38,6.07,0.0
20071204:0011,0.0,0.0,0.0,3.17,6.21,0.0
20071204:0111,0.0,0.0,0.0,3.02,5.79,0.0
20071204:0211,0.0,0.0,0.0,3.11,6.07,0.0
20071204:0311,0.0,0.0,0.0,3.12,5.72,0.0
20071204:0411,0.0,0.0,0.0,3.0,5.24,0.0
20071204:0511,0.0,0.0,0.0,2.8,5.03,0.0
20071204:0611,0.0,0.0,0.0,2.78,4.76,0.0
20071204:0711,0.0,0.0,0.0,2.79,4.41,0.0
20071204:0811,237.4,40.88,6.99,3.02,4.48,0.0
20071204:0911,438.8,65.24,11.29,3.38,4.41,0.0
20071204:1011,272.3,45.41,13.64,4.03,4.97,0.0
20071204:1111,133.0,27.43,13.82,4.37,5.24,0.0
20071204:1211,146.7,29.33,11.83,4.59,5.52,0.0
20071204:1311,445.1,66.15,7.83,4.47,4.97,0.0
20071204:1411,0.0,0.0,0.0,4.05,4.62,0.0
20071204:1511,0.0,0.0,0.0,3.68,4.28,0.0
20071204:1611,0.0,0.0,0.0,3.65,3.93,0.0
20071204:1711,0.0,0.0,0.0,3.52,3.72,0.0
20071204:1811,0.0,0.0,0.0,3.53,3.66,0.0
20071204:1911,0.0,0.0,0.0,3.7,3.72,0.0
20071204:2011,0.0,0.0,0.0,3.4,3.52,0.0
20071204:2111,0.0,0.0,0.0,3.33,3.38,0.0
20071204:2211,0.0,0.0,0.0,3.33,3.17,0.0
20071204:2311,0.0,0.0,0.0,2.99,2.9,0.0
20071205:0011,0.0,0.0,0.0,2.87,2.9,0.0
20071205:0111,0.0,0.0,0.0,2.89,3.03,0.0
20071205:0211,0.0,0.0,0.0,2.75,3.1,0.0
20071205:0311,0.0,0.0,0.0,2.69,3.03,0.0
20071205:0411,0.0,0.0,0.0,2.69,2.97,0.0
20071205:0511,0.0,0.0,0.0,2.8,3.17,0.0
20071205:0611,0.0,0.0,0.0,3.05,3.52,0.0
20071205:0711,0.0,0.0,0.0,3.49,4.0,0.0
20071205:0811,8.3,7.57,6.83,3.72,4.48,0.0
20071205:0911,413.8,62.42,11.14,3.97,4.76,0.0
20071205:1011,241.8,41.62,13.5,4.15,4.83,0.0
20071205:1111,219.2,38.79,13.7,4.29,4.69,0.0
20071205:1211,451.9,67.07,11.72,4.56,4.69,0.0
